Compound Name,mz_x,rt_x,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA1.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA2.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB2.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB1.mzML,Compound formula,mz_y,rt_y,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
87,914.5281,31.9,116550090.4621267,77510369.87515609,90589071.13064986,99930263.93921718,126896220.32550304,38274711.56568017,36642779.93296495,39552773.02662322,38253180.863219656,45145714.99959218,C50H75NO14,914.5281,31.9,0.21,0.0,1/4,102295203.14653057,19.338250158134475,39573832.077616036,8.291735063149956,0.3868591181243303,1.8421862767825254
88,294.0696,27.18,70658617.65573286,69080763.9217968,69591963.25591527,69799182.00699514,89416494.92623207,324198927.45977324,320503243.3016113,310037553.6811364,328483265.45847464,327637804.93806887,C15H13ClFNO2,294.0696,27.18,4.29,0.0,4/1,73709404.35333443,11.937377196277309,322172158.9678129,2.3219654880361236,4.3708419813494075,1.0188442846968315
89,266.1656,6.6,226030230.4683742,232005320.1152381,248127733.84276652,236419801.7529997,225883874.4129705,2851623060.09282,1955514275.1625736,3693940855.75294,4069322130.1778064,5214479032.937474,C17H19N3,266.1656,6.6,16.85,0.0,16/1,233693392.1184698,3.935536298411525,3556975870.8247232,34.691687257782164,15.22069511071811,0.9033053478170984
90,345.1816,3.96,204205247.5017568,218175956.1104585,213535853.4335401,219326115.57839143,245147118.58218372,242863229.32364827,234784226.28465348,211318428.06299043,226976227.0053129,178748431.6985743,C19H24N2O4,345.1816,3.96,1.05,0.377,1/1,220078058.2412661,6.9186910650958335,218938108.47503585,11.558105514020937,0.9948202479822839,0.9474478552212227
92,333.1409,0.69,9705915.70123898,10764325.10535022,12709016.636694703,9652744.982901797,11984433.18783008,8865227.681587888,8851566.005855836,10993231.060730388,10178817.17223569,9386541.519168554,C12H20N4O7,333.1409,0.69,0.95,0.314,1/1,10963287.122803155,12.430164196942345,9655076.687915672,9.558120549774467,0.8806735224359432,0.9270247604588876
93,359.1641,3.75,7056195.705136833,5649682.949360254,6680453.553989038,5607263.860796399,7077980.538414763,7065900.074354148,6947502.050739724,5614261.813846786,6031022.762280433,5084134.495227654,C16H26N2O5S,359.1641,3.75,1.07,0.394,1/1,6414315.321539457,11.454464916806783,6148564.239289749,13.877152404271026,0.9585690648295216,0.8958589390930108
94,416.2781,18.82,475605934.8807773,512047233.1806359,494072965.9577922,521119925.31942725,527756508.3806875,526845549.5073655,345568174.4527089,522200298.8940324,574441052.925163,410399322.3099562,C25H37NO4,416.2781,18.82,1.09,0.262,1/1,506120513.5438641,4.196579120415248,475890879.61784524,19.85894673559963,0.9402718658559195,0.8626347393173572
95,346.1026,5.38,75924701.82941957,76242772.31509702,89337657.25219212,74219199.96695106,84893262.84777409,71730251.68731478,66632689.47355166,72307139.78407049,73500948.92171878,75077574.02372515,C17H16FN3O2S,346.1026,5.38,1.07,0.018,1/1,80123518.84228678,8.259991000137196,71849720.77807617,4.433388417594195,0.896736960835475,0.8380719260144626
96,411.1968,32.46,58964493.471171446,52520935.83479263,60669277.61507948,58129657.815632924,84531140.2660769,51293202.45186867,52999176.73898642,50526233.66252752,57887565.45039965,78127468.92589217,C22H28F2O5,411.1968,32.46,0.96,0.661,1/1,62963101.00055067,19.754689301864314,58166729.44593488,19.805016889235436,0.9238225011412026,0.9623151053554194
97,325.2167,25.52,209686006.79829332,262376346.00510484,205479761.988876,207384404.28162608,198827230.43495443,186169275.1576048,193667214.10236412,189839874.17096737,190626244.29124263,198620105.59155267,C22H28O2,325.2167,25.52,0.91,0.118,1/1,216750749.90177092,11.914382033987158,191784542.66274634,2.430671310414519,0.884816051384648,0.9723253311919209
98,1019.4501,4.42,8620220.5499895,7905908.382699352,9159199.882382112,8437566.692038765,9046111.158722484,9474657.55996808,7718053.588116366,8421013.952818379,7572866.911606539,4851525.024827756,C49H66N10O10S2,1019.4501,4.42,1.07,0.027,1/1,8633801.333166443,5.833209866388227,7607623.407467425,22.535512771280043,0.8811441349991467,0.8234991915879875
99,435.0574,29.24,436815813.5471416,387220138.7780294,388914890.93215466,392433682.3099409,451748737.3942086,320634674.9082668,322276985.3655448,316641013.50218964,311442363.7737423,367206545.0127835,C20H15BrN6O,435.0574,29.24,0.95,0.46,1/1,411426652.59229505,7.416164702523563,327640316.5125054,6.870150243641379,0.7963517055789333,0.8382649532409825
100,364.0951,26.23,810835483.0981752,818233614.4053873,881920512.079135,875973472.7437798,883637924.4653492,943962761.380615,832588347.8715111,999403983.907036,976971193.7640716,860458945.7997444,C18H18ClNO5,364.0951,26.23,0.96,0.126,1/1,854120201.3583653,4.254972616485943,922677046.5445955,7.9041527380053225,1.0802660387580103,1.1252771237062609
101,214.0711,0.39,16096052.034678232,16641145.08531943,14564795.073062824,19014889.53850358,18721373.24590847,26631900.20508865,25329344.603315677,25709097.314625952,25542067.98133224,26307995.95543921,C9H11NO5,214.0711,0.39,0.92,0.243,1/1,17007650.995494507,10.960069384248596,25904081.211960346,2.1075975072277098,1.5230840060642465,1.655526093548094
102,201.139,5.19,42864599.1137395,41108210.12713701,43800136.96541165,43220419.743263766,50062983.38896567,54314858.40179224,54444124.897701874,51544013.29611781,51944353.90807511,53541051.86331181,C13H16N2,201.139,5.19,0.91,0.14,1/1,44211269.86770352,7.739738690953398,53157680.47339977,2.5268766495672175,1.202355884200278,1.3212702024178877
103,469.271,5.32,50512847.5813607,47595138.008471385,57923646.339959234,45450769.58881037,48767731.84421147,723911896.7706308,661893888.6895075,742138087.8210156,774782488.9149752,785062847.7280637,C27H36N2O5,469.271,5.32,0.8,0.037,1/1,50050026.67256264,9.531533236358255,737557841.9848385,6.633378643106861,14.736412565973053,18.420515707466315
104,312.1961,12.8,344819962.4958344,355175462.8197959,358508326.2702804,400198946.2076848,356100138.4000036,357667474.9371772,361743286.0912154,349552645.6673996,398795905.3864963,397117713.762487,C20H25NO2,312.1961,12.8,1.11,0.114,1/1,362960567.2387198,5.9143296958214515,372975405.1689551,6.228489768603284,1.0275920825406042,0.9257586329194631
105,239.0742,4.98,158217773.97733754,160408713.35559464,159565488.75560534,154672090.68766263,181958938.219546,167280997.60753927,171468631.37000182,167219252.2169557,158340095.336441,159441778.48600575,C10H8F2N4O,239.0742,4.98,1.0,0.952,1/1,162964600.99914923,6.652791879138315,164750151.0033887,3.4189079673590728,1.0109566739849767,1.0109566739849767
106,307.2271,17.16,91187799.35816048,90232139.4867098,93877219.0964739,86364238.33387223,92035547.12568936,88188785.64962323,90676509.51264216,88059224.20064098,109727102.98418802,87374442.29285692,C19H30O3,307.2271,17.16,1.06,0.345,1/1,90739388.68018115,3.074241991400717,92805212.92799027,10.281916086930762,1.0227665656321567,0.9648741185209025
107,325.1552,4.26,125573248.61590804,122852685.14092188,127448927.8591306,120822457.6872078,145726618.41579777,158305006.48496002,163676001.53217715,151892704.70898378,141099959.95636383,129467543.22381118,C19H20N2O3,325.1552,4.26,0.93,0.426,1/1,128484787.54379323,7.756345988381877,148888243.18125919,9.222595036569562,1.158800555517217,1.246022102706685
108,329.2188,3.51,1087404973.953259,965030111.8403687,1069355695.9253953,976108390.5252194,1082545376.6610236,1081395989.94039,1133490207.1004014,1203854772.123344,998110757.1350588,1026323905.3315116,C15H28N4O4,329.2188,3.51,1.03,0.53,1/1,1036088909.7810532,5.820139168418354,1088635126.326141,7.6050137163189575,1.0507159337862153,1.0201125570739955
109,471.2655,12.04,153779101.05880126,163668765.46269426,119318154.77944076,176826589.43305206,158528586.37446147,143154544.95803875,90713489.64001764,203176977.7498882,230550179.04428115,188099029.7718154,C30H34N2O3,471.2655,12.04,1.31,0.027,1/1,154424239.42168993,13.87752878659819,171138844.23280823,32.1312139162788,1.1082382200729208,0.8459833741014663
110,612.3079,25.45,1101911.142888395,1352155.724901023,1161092.2033393644,1248712.3025938352,1276687.9955547124,1340368307.6765382,1005445096.4175175,1440595808.89268,1394455851.5982063,1155125243.9374814,C36H41N3O6,612.3079,25.45,0.91,0.009,1/1,1228111.8738554663,7.997692613914764,1267198061.7044845,14.372914119049451,1031.8262437495316,1133.8749931313534
111,337.2178,12.76,223185407.3787819,222500064.6786571,227678873.2282591,268843280.15421194,234936815.9831181,230007882.3486492,240836215.2140693,229545510.5452162,268989670.2683431,255561755.14019275,C20H29FO3,337.2178,12.76,1.09,0.307,1/1,235428888.28460565,8.208591717924001,244988206.7032941,6.975021324763729,1.0406038464027931,0.9546824278924707
112,368.1744,3.61,27502031.9636568,25326116.145724885,38781283.56521653,23561285.66803628,27309816.938757807,569919225.592506,592670670.5978374,575716144.3633436,580515155.9703729,627765457.6637177,C18H26ClN3O3,368.1744,3.61,0.89,0.067,1/1,28496106.85627846,20.951554988893736,589317330.8375556,3.9141113098331135,20.68062608726894,23.23665852502128
113,441.2428,8.49,885053394.0983126,897833201.1401908,620771761.7170272,912984961.7046564,883309348.0792862,361961921.8898704,117249090.28937145,620330464.3757007,775267065.9661362,1032641570.5054904,C22H36N2O5S,441.2428,8.49,0.99,0.58,1/1,839990533.3478945,14.657776291355654,581490022.6053139,61.183619103756016,0.6922578285349332,0.699250331853468
114,484.1621,15.56,1131365028.205481,1157973884.1547253,1006969665.8489324,1348859187.9563344,1207518916.2000172,374841069.4996737,126903429.76413544,819642674.1942093,1243185018.52872,1238452074.0625727,C26H29NO4S2,484.1621,15.56,0.94,0.424,1/1,1170537336.473098,10.602809454744207,760604853.2098621,66.23155460237128,0.6497911937620136,0.6912672274063975
115,258.1129,16.48,112880382.87473616,112774292.34512712,120382022.79958996,131215577.1920069,113218971.84556592,81898151.7024961,87190933.36155316,82147964.43678653,93335219.26760426,78114880.51436302,C15H15NO3,258.1129,16.48,0.98,0.805,1/1,118094249.41140524,6.782948379895323,84537429.85656062,6.957235159382346,0.7158471329290333,0.7304562580908504
116,316.1774,3.48,162646392.75049078,162435197.3722995,184221675.6729198,165885668.1809657,182691615.5556496,693553.2255736783,555071.9776767006,449353.2453949841,364923.523419699,433843.0667145854,C16H21N5O2,316.1774,3.48,1.0,0.965,1/1,171576109.90646508,6.378893242044755,499349.00775592943,25.661743756053617,0.0029103644326016606,0.0029103644326016606
117,222.1855,4.24,1149303892.2964275,996602201.3533236,959098344.0920148,1117395492.6072507,1252251657.7302637,1551616706.156089,1458091353.0232882,1488559904.7112944,1460854038.4305532,1438405568.4831543,C14H23NO,222.1855,4.24,0.85,0.194,1/1,1094930317.6158562,10.83809815296601,1479505514.1608758,2.980422025495998,1.3512325765007664,1.5896853841185488
118,836.3872,29.97,26314865.962381475,21726998.78735869,17637197.110626798,21237953.2364928,23218160.46906645,20431758.93435693,19708824.72476029,19780247.43285322,20629022.67802197,22293530.32421132,C45H57NO14,836.3872,29.97,0.87,0.065,1/1,22027035.113185246,14.318184545590038,20568676.81884075,5.074939776082651,0.9337923471383794,1.073324536940666
119,308.1761,3.89,192448916.8927469,202627793.19247517,215409978.37981248,210285687.3924489,221628636.4519656,213727406.27614307,232853081.0997769,233532646.33225405,205996323.75084403,206752679.1112052,C19H21N3O,308.1761,3.89,1.12,0.13,1/1,208480202.4618898,5.444825992131108,218572427.31404462,6.260946194060392,1.0484085526250373,0.9360790648437832
120,438.1718,6.15,181516814.16483453,185989402.8128156,187404488.0813304,192780605.01681653,188634739.38929576,217457622.6116051,200557358.32111645,205951434.37050855,195460215.7948493,176498022.1622015,C21H23N7O2S,438.1718,6.15,1.25,0.005,1/1,187265209.89301857,2.1852744844039678,199184930.65205616,7.572951467623879,1.0636515494033683,0.8509212395226946
121,256.0972,15.21,331570430.6031407,326148142.3582603,338249861.28865665,382002795.148583,325263404.4506432,333523610.3498895,335507181.134212,329585620.6673807,375615469.2669096,323817247.19391227,C15H13NO3,256.0972,15.21,1.0,0.947,1/1,340646926.76985675,6.955095702525514,339609825.7224608,6.070660841045186,0.9969554956587158,0.9969554956587158
122,278.125,0.74,5113135.409140972,7166158.514763196,3910281.995001489,6609417.776169555,7198824.690697592,3279571.2483150447,3681343.817756657,4714481.059101425,3191952.706196404,3684809.337316815,C12H15N5O3,278.125,0.74,1.05,0.391,1/1,5999563.6771545615,24.041567043741747,3710431.633737269,16.305263233154342,0.6184502462847483,0.5890002345569031
123,615.3171,25.55,18418962.105299942,20374456.94482368,11649730.08395553,18315286.46901033,17401079.058673613,17938007.56452144,13187457.35264463,19004753.477544952,17702976.666472808,13801032.282707747,C23H46N6O13,615.3171,25.55,0.89,0.025,1/1,17231902.93235262,19.16980486786222,16326845.468778316,16.1748672923113,0.9474777993395568,1.0645817970107379
124,335.1508,4.25,589734811.6053796,575726718.8093009,654531957.8440299,573840807.4627442,651543529.2007325,550087503.5919319,570445392.0131384,570318821.4652472,583600554.6802621,576417324.3731344,C19H18N4O2,335.1508,4.25,1.01,0.863,1/1,609075564.9844373,6.66789662300713,570173919.2247429,2.1884752647529733,0.9361300173637922,0.9268614033304873
125,694.2874,26.0,979205838.7021064,1069446864.2271048,937403231.0966896,983402712.7927172,982891339.7984756,770815808.7130716,482264630.6456275,902548554.8076376,846981576.0324401,660881991.0519563,C39H37F6N3O2,694.2874,26.0,0.94,0.026,1/1,990469997.3234186,4.864996800417477,732698512.2501466,22.759879806387243,0.7397483156785599,0.7869662932750638
126,328.1912,6.32,863074663.3989623,873552940.7445511,906404632.5494395,890275396.493067,867793412.7851422,857536167.9089267,781646386.850317,847203486.8772337,824995530.2342968,817386471.800497,C20H25NO3,328.1912,6.32,0.72,0.001,1/1,880220209.1942323,2.0319457160715495,825753608.7342542,3.575191835109203,0.9381216201456705,1.3029466946467645
127,247.1809,5.05,785106967.5125203,746761674.4351375,695837033.7207159,751952876.257955,828002686.5875018,1138030188.1390753,1070692794.4088678,1231018951.608632,1189031720.2603135,1302444021.9159548,C15H22N2O,247.1809,5.05,1.29,0.001,1/1,761532247.7027661,6.433016316547523,1186243535.2665687,7.444155360764898,1.5577062413902816,1.2075242181320012
128,168.175,3.84,395671314.8524672,379726949.6031341,421932276.8175912,386576343.2546811,431419869.59644425,531340184.5286635,534956796.24360704,690059939.9107273,572120078.5676584,573552627.0883391,C11H21N,168.175,3.84,1.0,0.953,1/1,403065350.82486355,5.590732544353194,580405925.267799,11.103457317379894,1.439979705722688,1.439979705722688
129,348.146,0.38,7896953.245493373,9153910.493196156,6616831.288889006,7272639.058195249,8296610.528330298,7963806.892933414,6422769.410124756,6823980.514422457,7282781.42209828,9673483.308704684,C19H17N5O2,348.146,0.38,0.97,0.776,1/1,7847388.922820816,12.34809043689722,7633364.309656719,16.71881539751894,0.9727266463700178,1.0028109756391936
130,632.253,31.25,866393430.6969013,688787504.5024681,769323959.4474056,813351134.1939037,836666291.6829641,645914238.5860872,715700476.4125435,631640637.0208646,622300267.2394528,815843830.5575407,C34H38N3O7P,632.253,31.25,0.93,0.18,1/1,794904464.1047287,8.695356334958152,686279889.9632978,11.82895750790067,0.8633488940538652,0.9283321441439409
131,548.2435,21.65,295622342.014394,250028642.93294677,256058119.62238884,252558298.99185887,274164767.41968167,261668730.2861403,274825384.56426907,275453476.2692455,254062927.5859499,292573488.4973799,C27H37N3O7S,548.2435,21.65,0.99,0.914,1/1,265686434.19625401,7.235623582704026,271716801.44059694,5.431565369528018,1.0226973095656382,1.0330275854198365
132,557.2076,4.45,41906144.868469566,43341697.03280145,19691898.683807462,43166066.82431956,39221113.71734719,34735895.93610707,20224438.50815521,44704812.72350792,51861595.77969341,62869888.29866452,C30H29ClN6O3,557.2076,4.45,0.88,0.35,1/1,37465384.22534905,26.881754174161905,42879326.24922563,38.021445451822466,1.1445051782016296,1.3005740661382155
133,484.1872,8.27,772960060.1663156,706312181.0452423,537928250.4227322,737243041.8699493,723306464.7511804,626713021.6884899,495032192.32087165,615172373.6832857,581536455.4694533,401791713.2109081,C23H26ClN7O3,484.1872,8.27,0.92,0.07,1/1,695549999.651084,13.149652642045387,544049151.2746017,17.42218329745319,0.782185538850577,0.8502016726636705
134,451.2019,7.69,160263668.07832864,166753567.1546216,144503750.90412134,159133518.34931964,155594243.58208334,173727677.9419762,126581368.58641656,190332234.69070596,185394159.02589843,168939396.82833138,C21H30N4O5S,451.2019,7.69,1.1,0.115,1/1,157249749.6136949,5.2068350252105144,168994967.4146657,14.927432843790243,1.0746914880934595,0.9769922619031449
135,470.3062,28.07,1500998718.2414613,1217258856.1982696,544873257.491104,1307799611.0483675,1361217280.6281016,996292942.2076002,652380992.606067,1292752640.240893,1673069549.6598375,1950842949.0955343,C32H39NO2,470.3062,28.07,0.94,0.388,1/1,1186429544.7214608,31.446326118912893,1313067814.7619863,39.45563611710314,1.106738972072932,1.1773818851839701
136,449.1636,25.67,238806337.22835103,253211620.1140385,223461622.5727164,242893388.68419945,238654533.72813055,262752766.14423487,275076574.868415,266019312.69593796,266405105.4880505,261644011.9261542,C26H25ClN2O3,449.1636,25.67,1.0,0.945,1/1,239405500.46548718,4.4691335509616525,266379554.2245585,1.9806577816174948,1.1126709858655062,1.1126709858655062
137,448.1331,29.02,557123215.8120667,482027442.2415457,460820355.9203253,478159808.2630045,551146672.599331,490529131.1678848,504899937.3029039,486407119.7135588,490307273.436105,569562302.7971576,C23H23ClFNO5,448.1331,29.02,0.95,0.453,1/1,505855498.96725464,8.864278807158138,508341152.88352203,6.873511072251759,1.0049137627669207,1.057803960807285
138,349.1841,4.85,594791302.8358723,586575292.5686878,728963176.6397785,626000348.8031952,722560565.1878734,690951321.8112255,664660680.0004694,768342553.4369088,693642318.8157569,579985230.6938918,C18H22F2N4O,349.1841,4.85,1.14,0.148,1/1,651778137.2070816,10.61060236202299,679516420.9516504,9.966871495759268,1.0425578615806745,0.9145244399830479
