,Compound Name,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_2_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_1_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_2_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_3_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_4_Retention Time,/home/zzy/peak-output/tof/SampleA_3-20170326-960MIX_SampleA_4_Retention Time,/home/zzy/peak-output/tof/SampleA_4-20170326-960MIX_SampleA_5_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_2_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_1_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_2_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_3_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_4_Area,/home/zzy/peak-output/tof/SampleA_3-20170326-960MIX_SampleA_4_Area,/home/zzy/peak-output/tof/SampleA_4-20170326-960MIX_SampleA_5_Area,Compound formula,mz,rt,Fold change,Compound concentration ratio,p-value,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
84,85,17.559,17.553,17.564,17.567,17.524,17.565,17.536,17.551,2555.873,2517.091,3020.609,2948.234,2948.729,2850.83,2660.303,2634.454,C19H30O3,307.2267,17.53,1.19,1/1,0.015,2591.93025,2.576981566027397,2942.1005,2.369151257188156,1.1351001825762865,0.9538656996439383
85,86,4.288,4.309,4.236,4.221,4.189,4.188,4.258,4.268,2387.925,2324.898,2843.164,2957.988,3059.663,3179.156,2462.445,2530.492,C19H20N2O3,325.1546,4.29,1.22,1/1,0.008,2426.44,3.679818951626964,3009.9927500000003,4.761388170544723,1.240497498392707,1.0168012281907435
86,87,3.444,3.442,3.429,3.408,3.406,3.408,3.43,3.442,7638.787,8427.447,9961.308,8828.396,9894.604,9495.809,8936.879,8166.358,C15H28N4O4,329.2172,3.37,1.16,1/1,0.046,8292.367750000001,6.519033357857849,9545.02925,5.448789658490618,1.1510619810608373,0.9922948112593426
87,88,12.575,12.556,12.27,12.23,12.152,12.078,12.478,12.416,5459.946,5206.43,5671.231,5526.98,5694.579,5705.693,5166.839,5012.496,C30H34N2O3,471.264,12.3,0.99,1/1,0.662,5211.42775,3.5615111750969044,5649.62075,1.4693418834131782,1.084083099876037,1.095033434218219
88,89,25.698,25.666,25.489,25.43,25.42,25.367,25.601,25.574,24469.451,23404.465,23565.071,27822.4,28042.28,26492.76,20828.184,21040.294,C36H41N3O6,612.307,25.49,1.06,1/1,0.74,22435.5985,7.975741455587465,26480.62775,7.781999330620964,1.1802951345380868,1.1134859759793272
89,90,13.063,13.083,13.074,13.085,13.088,13.099,13.063,13.091,5351.042,5656.5,5937.388,6630.947,6883.834,6733.895,5190.304,5504.854,C20H29FO3,337.2176,13.04,1.3,1/1,0.0,5425.675,3.6941413871694992,6546.516,6.402640252424903,1.2065809323263925,0.9281391787126096
90,91,3.693,3.698,3.635,3.631,3.641,3.625,3.688,3.67,9067.282,8575.082,9614.298,9961.23,10542.639,10370.094,9202.422,8774.877,C18H26ClN3O3,368.1737,3.71,1.18,1/1,0.045,8904.91575,3.180044024893887,10122.06525,4.121406613911829,1.1366828765336718,0.9632905733336202
91,92,6.031,6.025,6.077,6.076,6.07,6.095,6.026,5.998,881.339,905.672,1083.762,1103.361,1171.228,1272.761,1114.144,1112.45,C25H24FNO4,422.176,6.05,0.97,1/1,0.553,1003.4012499999999,12.685532986827669,1157.778,7.369805315069447,1.153853455933008,1.1895396452917608
92,93,8.642,8.611,8.369,8.315,8.281,8.234,8.538,8.509,15663.887,15069.035,16798.16,18386.338,17720.226,18320.986,15966.753,16007.404,C22H36N2O5S,441.2419,8.4,1.17,1/1,0.057,15676.769750000001,2.763152737411882,17806.4275,4.133355066328743,1.135847995726288,0.9708102527575111
93,94,16.879,16.868,16.833,16.818,16.852,16.894,16.862,16.92,474.052,458.403,675.116,886.98,837.446,839.98,417.472,428.472,C15H15NO3,258.1127,16.84,1.64,1/1,0.059,444.59975000000003,5.885300925844918,809.8805,11.444305928455957,1.8215945915399185,1.11072840947556
94,95,3.306,3.304,3.301,3.3,3.299,3.304,3.299,3.302,2092.518,1756.156,1859.587,2249.898,2009.816,2278.562,1861.551,2028.908,C16H21N5O2,316.1766,3.28,1.17,1/1,0.083,1934.78325,7.951846029791677,2099.4657500000003,9.537507851097772,1.0851167695399473,0.9274502303760234
95,96,4.154,4.152,4.064,4.047,4.04,4.028,4.122,4.095,18487.456,18547.249,19978.921,19053.053,19893.019,19455.396,18834.67,19372.666,C14H23NO,222.1854,4.09,1.04,1/1,0.37,18810.51025,2.1491064332756995,19595.09725,2.1839305608618336,1.0417100328259303,1.0016442623326254
96,97,30.064,30.096,30.098,30.116,30.129,30.124,30.085,30.083,222.278,344.502,713.079,642.709,367.9,376.025,785.015,714.54,C45H57NO14,836.3853,30.08,1.15,1/1,0.801,516.58375,53.30411180342717,524.92825,34.096361160922584,1.0161532374953723,0.8836115108655412
97,98,3.675,3.716,3.685,3.669,3.679,3.669,3.697,3.667,2223.0,2060.673,2834.04,3042.083,3027.664,3522.204,2238.145,2289.156,C19H21N3O,308.1756,3.71,1.37,1/1,0.043,2202.7434999999996,4.487644657124086,3106.49775,9.429314812370224,1.4102857413947654,1.0294056506531133
98,99,32.264,32.267,32.238,32.248,32.242,32.262,32.247,32.236,4024.725,4020.362,3969.687,4326.666,4317.762,4205.106,3937.708,4220.678,C31H43NO7,542.3112,32.2,1.05,1/1,0.486,4050.86825,2.964202553779193,4204.805249999999,3.953160344158077,1.0380009890472246,0.9885723705211662
99,100,32.668,32.668,32.669,32.656,32.67,32.661,32.664,32.671,12329.891,14685.069,13736.57,14566.036,14071.081,11862.849,13919.176,12546.421,C32H45NO7,556.3274,32.61,1.12,1/1,0.489,13370.13925,8.40788227740217,13559.134,8.710541879910352,1.0141355857606345,0.905478201571995
100,101,6.346,6.331,6.174,6.146,6.124,6.109,6.252,6.228,2628.532,2569.756,4106.128,4538.148,4170.696,4293.167,3294.003,3429.298,C21H23N7O2S,438.1702,6.2,1.43,1/1,0.015,2980.39725,14.908520947688364,4277.03475,4.455793040408514,1.4350552598315542,1.0035351467353526
101,102,15.545,15.548,15.545,15.538,15.539,15.558,15.544,15.552,1559.141,1741.581,1914.063,2039.073,1977.073,1969.786,1714.424,1720.393,C15H13NO3,256.0969,15.53,1.17,1/1,0.048,1683.88475,4.98697514694905,1974.9987500000002,2.5900702093768873,1.1728823780843673,1.0024635710122798
102,103,23.867,23.928,24.415,24.511,24.613,24.704,24.063,24.153,2777.563,3027.212,2440.718,2822.623,3408.213,3313.534,2737.475,2847.755,C12H15N5O3,278.1214,24.24,1.37,1/1,0.003,2847.5012500000003,4.5016191170766815,2996.272,15.038980717141822,1.0522460701290297,0.7680628249117004
103,104,4.478,4.486,4.501,4.489,4.499,4.506,4.477,4.472,5954.913,6064.916,7707.12,7729.529,8653.853,8338.219,6562.186,6612.924,C19H18N4O2,335.1502,4.46,1.25,1/1,0.004,6298.73475,5.35262840631516,8107.180249999999,5.763105871045097,1.2871125030308666,1.0296900024246933
104,105,26.142,26.12,25.961,25.912,25.876,25.855,26.066,26.024,8144.938,11200.941,11963.498,13018.34,15162.643,14216.878,11656.481,12190.137,C39H37F6N3O2,694.2863,25.95,1.2,1/1,0.366,10798.12425,16.802911822010437,13590.33975,10.265004899666565,1.2585833831278612,1.0488194859398845
105,106,6.529,6.507,6.297,6.253,6.224,6.189,6.418,6.404,15037.014,14865.957,14743.609,14480.654,14573.636,14097.033,13147.384,12686.399,C20H25NO3,328.1908,6.34,1.15,1/1,0.008,13934.188499999998,8.552355853194014,14473.733,1.8911354320973277,1.0387209129544934,0.9032355764821682
106,107,5.008,4.989,4.876,4.839,4.823,4.8,4.909,4.899,2303.802,2649.053,3574.288,3650.511,3480.303,3436.869,2989.835,2906.359,C15H22N2O,247.1803,4.88,1.26,1/1,0.181,2712.2622499999998,11.375037978027077,3535.49275,2.708380191470607,1.3035217188160917,1.0345410466794378
107,108,3.697,3.669,3.657,3.654,3.648,3.63,3.666,3.656,447.646,476.235,439.301,464.749,413.474,422.294,482.304,457.606,C11H21N,168.1742,3.63,1.06,1/1,0.561,465.94775,3.4559079124537373,434.95449999999994,5.189200851503967,0.9334834216926682,0.8806447374459133
108,109,3.302,3.292,3.287,3.285,3.257,3.245,3.298,3.262,511.167,454.265,482.738,537.83,468.781,489.213,492.279,487.383,C19H17N5O2,348.1453,3.23,1.02,1/1,0.887,486.2735,4.868674591542495,494.6405,6.070819151289484,1.0172063663761237,0.9972611435060036
109,110,3.19,3.195,3.258,3.248,3.267,3.252,3.185,3.216,491.929,450.772,575.057,586.266,568.864,537.04,474.834,457.297,C14H17N3O2S,292.1114,3.22,1.59,2/1,0.008,468.708,3.950677781083331,566.80675,3.724546731692268,1.2092960862626623,0.7605635762658253
110,111,22.914,22.935,23.333,23.397,23.456,23.519,23.079,23.127,4130.108,4638.755,5422.906,5763.096,5830.796,5475.726,4677.004,4237.565,C27H31N7OS,502.2384,23.18,1.4,1/1,0.008,4420.858,6.2798194947341734,5623.131,3.6232959768478996,1.2719546748617576,0.908539053472684
111,112,31.202,31.208,31.204,31.199,31.196,31.196,31.209,31.195,15698.661,16577.836,19423.201,16844.971,22865.92,15250.336,18036.674,17954.479,C34H38N3O7P,632.2532,31.15,0.84,1/1,0.423,17066.9125,6.628615956674574,18596.107,17.88255890599857,1.089599949610101,1.2971427971548821
112,113,22.069,22.082,22.144,22.144,22.143,22.157,22.106,22.115,2172.816,2239.05,2748.092,2806.525,2947.079,2481.975,2252.181,2090.858,C27H37N3O7S,548.2423,22.09,1.34,1/1,0.015,2188.72625,3.3770818221697594,2745.91775,7.093184843419436,1.2545734077068798,0.9362488117215519
113,114,4.617,4.64,4.843,4.848,4.907,4.953,4.622,4.646,1346.476,1732.519,1455.569,1589.676,1582.519,1425.53,2064.113,1827.709,C30H29ClN6O3,557.2059,4.72,0.97,1/1,0.871,1742.70425,17.138903949034496,1513.3235,5.614962648192446,0.868376547540984,0.895233554165963
114,115,8.648,8.63,8.439,8.407,8.385,8.358,8.553,8.537,7894.207,8131.558,8984.684,9291.731,9145.441,8190.179,7927.075,8035.963,C23H26ClN7O3,484.1858,8.47,1.14,1/1,0.222,7997.20075,1.3521641241799416,8903.00875,5.5204484220156615,1.1132656323526706,0.9765488003093603
115,116,8.036,8.004,7.771,7.733,7.716,7.669,7.932,7.884,2830.73,2969.164,3186.311,3517.296,3412.201,3659.477,3189.933,3071.475,C21H30N4O5S,451.2005,7.81,1.15,1/1,0.023,3015.3255000000004,5.060329859412112,3443.82125,5.7885319015298755,1.1421059683274657,0.993135624632579
116,117,27.94,27.907,27.732,27.691,27.67,27.645,27.856,27.817,32187.58,36472.391,40383.4,40750.673,39798.78,42224.995,41490.595,36039.67,C32H39NO2,470.3052,27.72,1.15,1/1,0.08,36547.559,10.443705673324557,40789.462,2.53541447456287,1.1160652890662273,0.9704915557097629
117,118,25.853,25.861,25.852,25.852,25.862,25.861,25.852,25.855,3075.85,3130.525,3410.875,3577.441,3386.745,3503.238,2962.604,3241.142,C26H25ClN2O3,449.1626,25.82,1.16,1/1,0.049,3102.53025,3.7351824389975987,3469.5747499999998,2.5277366099920893,1.1183048900167856,0.9640559396696428
118,119,4.786,4.81,4.876,4.865,4.925,4.945,4.808,4.81,7696.673,8236.755,9360.205,10770.605,9815.287,11064.645,8574.415,8194.483,C18H22F2N4O,349.1835,4.82,1.25,1/1,0.007,8175.5815,4.4243772991371815,10252.6855,7.793394958421623,1.254061928194343,1.0032495425554744
119,120,13.905,13.924,13.902,13.918,13.927,13.934,13.898,13.894,5715.146,6233.137,6874.037,6913.098,6307.535,6674.747,6190.488,6573.806,C20H19F2N3O5,420.1363,13.86,1.04,1/1,0.303,6178.14425,5.715715951513978,6692.354249999999,4.138559805362442,1.083230494334929,1.0415677830143546
120,121,11.126,11.111,11.106,11.116,11.116,11.12,11.104,11.105,6654.743,6302.239,7465.641,8048.13,8296.846,8398.229,6709.529,6773.767,C22H18N6,367.1666,11.04,1.21,1/1,0.025,6610.0695,3.1906820325188185,8052.211499999999,5.18856355894897,1.2181735002937564,1.0067549589204599
121,122,3.392,3.401,3.386,3.398,3.379,3.396,3.362,3.368,133.03,117.768,134.713,143.158,184.285,161.119,120.078,128.465,C16H18O9,355.1022,3.34,1.29,1/1,0.027,124.83525,5.718933652415304,155.81875,14.080835085323134,1.2481951211697015,0.9675931171858151
122,123,21.867,21.874,21.913,21.902,21.905,21.906,21.891,21.866,2959.299,3255.635,3550.359,3438.646,3759.384,3625.164,2875.297,3003.804,C21H26O2,311.2005,21.85,1.08,1/1,0.379,3023.50875,5.413142069194459,3593.38825,3.746095273126689,1.1884828347197607,1.1004470691849635
123,124,5.297,5.285,5.179,5.141,5.123,5.095,5.241,5.208,10337.167,10152.716,9726.203,9607.9,10314.717,11069.042,10047.683,9930.114,C19H22N2O,295.1806,5.19,1.03,1/1,0.715,10116.92,1.707083897767675,10179.4655,6.569827638405402,1.006182266934996,0.97687598731553
124,125,30.951,30.972,30.949,30.937,30.947,30.937,30.947,30.952,40.148,39.866,36.521,41.222,40.036,45.48,41.007,36.798,C31H48O6,517.3534,30.95,1.08,1/1,0.518,39.454750000000004,4.654544337263035,40.81475,9.054655109316176,1.0344698673797197,0.9578424697960367
125,126,25.363,25.385,25.387,25.402,25.4,25.414,25.381,25.36,3625.078,3503.386,3766.633,3372.943,3632.617,3622.725,3421.201,3507.075,C15H17ClN4,289.1215,25.35,1.06,1/1,0.157,3514.1850000000004,2.387061015821913,3598.7295,4.563013441254761,1.0240580675177884,0.9660925165262154
126,127,3.606,3.605,3.562,3.548,3.534,3.532,3.575,3.589,2539.751,2498.803,2795.088,2943.365,2909.035,3031.811,2498.291,2261.424,C13H17ClN2O2,269.105,3.56,1.11,1/1,0.096,2449.56725,5.1814892669038,2919.8247499999998,3.3539616787152364,1.191975745920019,1.0738520233513684
127,128,3.36,3.373,3.35,3.338,3.34,3.335,3.351,3.35,1988.143,2116.797,2471.958,2555.022,2429.715,2474.257,2130.348,2062.961,C20H23NO4,342.1695,3.32,1.26,1/1,0.066,2074.56225,3.111324579582104,2482.738,2.108941722158207,1.196752712530077,0.9498037401032356
128,129,24.236,24.238,24.238,24.244,24.257,24.258,24.228,24.229,11129.305,10362.379,11772.188,11311.483,11170.463,10196.775,10456.267,10519.499,C14H18N2O,231.1493,24.21,1.11,1/1,0.027,10616.8625,3.2747253756349246,11112.727250000002,5.961577447112153,1.0467053943667446,0.9429778327628329
129,130,8.641,8.616,8.39,8.342,8.291,8.225,8.54,8.503,19505.265,19215.365,21359.537,21556.743,21052.809,20505.582,19282.323,19415.395,C20H21FN2O,325.1712,8.43,1.09,1/1,0.034,19354.587000000003,0.6737014386364515,21118.66775,2.170157147535925,1.0911453574287064,1.0010507866318408
130,131,10.68,10.627,10.388,10.346,10.306,10.24,10.56,10.505,745.699,731.476,989.078,1019.873,1090.096,966.307,837.362,760.383,C27H29NO10,528.186,10.47,1.27,1/1,0.001,768.73,6.146787602509909,1016.3385000000001,5.298273173724686,1.3221007375801648,1.0410242028190273
131,132,4.353,4.354,4.285,4.262,4.253,4.254,4.313,4.275,1043.432,1046.382,574.65,649.527,733.072,753.076,995.61,937.172,C22H24BrFN4O2,475.1137,4.26,0.68,1/1,0.044,1005.6490000000001,5.095217321617676,677.5812500000001,12.09843872754041,0.6737750944912191,0.9908457271929692
132,133,0.668,0.686,0.685,0.69,0.706,0.701,0.686,0.668,1959.511,1992.35,2862.363,2995.585,3255.439,3907.83,1961.838,1853.839,C6H13N5O,172.119,0.58,1.35,1/1,0.125,1941.8845,3.1193387644034085,3255.30425,14.273053550697453,1.6763634757885963,1.2417507228063676
133,134,3.608,3.593,3.641,3.624,3.595,3.577,3.597,3.593,132.218,135.652,112.5,110.51,101.255,131.04,160.284,130.211,C22H29N3O4S,432.1946,3.62,1.08,1/1,0.494,139.59125,10.012736151103944,113.82624999999999,10.962374961283038,0.8154253937836361,0.7550235127626259
134,135,29.005,29.001,29.01,29.024,29.024,29.026,29.012,29.015,7568.331,7168.597,7560.589,7253.191,8490.575,8071.955,7281.887,7555.084,C24H34O4,387.2532,28.98,1.16,1/1,0.06,7393.474749999999,2.7018635107485314,7844.077499999999,6.980296653437621,1.0609460051243158,0.9146086251071689
135,136,10.448,10.453,10.478,10.464,10.523,10.519,10.463,10.468,1416.23,1504.537,1813.931,1595.299,1656.376,1574.55,1527.685,1258.593,C15H14N2O2,255.1128,10.47,1.11,1/1,0.042,1426.7612499999998,8.548358351371807,1660.039,6.524789632800577,1.1635016019673932,1.0481996414120658
136,137,5.376,5.37,5.222,5.191,5.168,5.146,5.306,5.273,9312.961,8849.16,9886.638,9712.964,9429.364,9985.209,9715.68,10201.858,C17H19N3O,282.1603,5.24,1.0,1/1,0.991,9519.91475,6.052858070782953,9753.54375,2.4982496321381777,1.0245410811057947,1.0245410811057947
137,138,3.284,3.282,3.274,3.274,3.273,3.268,3.261,3.276,24990.18,22523.304,20847.023,23838.792,23730.734,22366.214,22975.172,22008.239,C15H24N2O4S,329.1532,3.27,1.06,1/1,0.701,23124.223749999997,5.644239336641098,22695.69075,6.181212053092498,0.9814682211765057,0.9259134162042506
138,139,0.68,0.647,0.689,0.693,0.697,0.692,0.669,0.654,1882.749,1995.81,1674.551,1792.362,2143.131,1818.653,1890.961,1929.463,C9H12ClN5O,242.0803,0.6,0.64,1/2,0.041,1924.74575,2.6791674404715224,1857.17425,10.805200267773209,0.9648932852559877,1.5076457582124807
139,140,12.621,12.599,12.321,12.255,12.176,12.114,12.529,12.48,12216.582,12058.788,13707.439,13281.581,14386.281,12887.112,12636.45,12037.775,C21H27ClN2O2,375.1836,12.34,1.13,1/1,0.135,12237.398750000002,2.2696399773239997,13565.60325,4.729028203270365,1.1085365057667993,0.9810057573157517
140,141,11.995,11.989,12.017,12.029,12.051,12.06,12.006,11.987,528.572,600.006,679.111,638.925,638.543,661.366,598.203,587.892,C14H10N4O5,315.0722,11.99,1.16,1/1,0.155,578.66825,5.844659002377671,654.48625,2.9915551738509683,1.1310215309030693,0.9750185611233357
141,142,6.071,6.082,6.126,6.111,6.153,6.172,6.08,6.084,1702.177,1828.658,2360.102,2216.359,1975.686,1966.089,2113.22,2146.256,C24H25FN6O,433.2145,6.07,1.17,1/1,0.039,1947.57775,11.14231517206339,2129.5589999999997,9.035969951128386,1.0934397869353354,0.9345639204575517
142,143,3.698,3.718,3.786,3.814,3.836,3.849,3.714,3.724,7273.165,6289.454,7988.658,7499.594,7687.895,7985.168,5883.299,6189.693,C10H15N5,206.1399,3.71,1.14,1/1,0.082,6408.902749999999,9.385912422539594,7790.328750000001,3.0764271307557145,1.215547973481108,1.0662701521764106
143,144,0.683,0.673,0.666,0.684,0.695,0.688,0.661,0.659,594.423,692.463,1330.897,1300.796,1613.362,1484.762,656.722,672.039,C17H21NO3,288.1593,0.59,1.43,1/1,0.125,653.91175,6.464986721506101,1432.45425,10.12541448993437,2.1905926143703645,1.5318829471121431
144,145,22.809,22.805,22.823,22.816,22.808,22.823,22.806,22.799,9293.746,10035.658,10517.819,10789.132,10859.905,10270.098,9907.928,10108.968,C24H30O6,415.2118,22.78,1.11,1/1,0.06,9836.575,3.7746672607999936,10609.2385,2.5441904074241686,1.078550054261773,0.9716667155511467
145,146,27.438,27.43,27.431,27.437,27.437,27.453,27.426,27.433,4596.76,4234.153,5087.635,4933.244,5266.118,5187.418,4559.245,4682.864,C17H14Cl2F2N2O3,403.0424,27.42,1.07,1/1,0.145,4518.255499999999,4.345578224770342,5118.60375,2.8043248397994196,1.1328716912976704,1.0587585899978227
146,147,27.857,27.848,27.868,27.87,27.869,27.861,27.862,27.848,3427.478,2828.529,3933.03,4217.416,4407.39,4019.11,2948.043,3241.83,C20H22N8O5,455.1755,27.82,1.15,1/1,0.148,3111.47,8.774611379795553,4144.2365,5.116255764261697,1.3319223710979056,1.1581933661720918
147,148,3.769,3.747,3.676,3.667,3.674,3.655,3.742,3.709,1376.486,1424.399,1819.356,1823.344,1821.096,1947.426,1483.932,1491.519,C19H27N5O5,406.2084,3.76,1.17,1/1,0.092,1444.084,3.749411772521883,1852.8055,3.40572466316084,1.283031665747976,1.0966082613230563
148,149,14.719,14.688,14.371,14.292,14.188,14.118,14.606,14.536,6267.573,6527.471,7352.045,7361.86,7701.201,7038.519,6107.129,6644.335,C19H29NO5,352.212,14.42,1.15,1/1,0.055,6386.6269999999995,3.8197923965724065,7363.40625,3.675894858307828,1.1529413335082823,1.00255768131155
149,150,13.452,13.433,13.17,13.116,13.036,12.973,13.362,13.317,2188.477,2134.933,2666.122,2689.982,2916.077,2619.115,2354.577,2424.791,C25H25Cl2N7O,510.1568,13.19,1.27,1/1,0.001,2275.6945,5.996889518239602,2722.824,4.853654272312431,1.1964804590422835,0.9421105976710894
150,151,21.201,21.255,21.725,21.84,21.964,22.092,21.4,21.46,11584.169,11438.996,13172.005,12233.867,14889.908,13536.437,11070.672,12503.572,C25H24N6O2,441.2036,21.57,1.14,1/1,0.199,11649.35225,5.2287399539307655,13458.05425,8.181204749064978,1.1552620232597053,1.0133877397014959
151,152,8.293,8.29,8.245,8.274,8.28,8.271,8.27,8.238,798.498,707.002,819.902,920.157,933.377,872.428,731.788,777.04,C15H14N2O4S,319.0745,8.24,1.22,1/1,0.053,753.582,5.531306318868536,886.466,5.812069975512447,1.1763364836208934,0.9642102324761421
152,153,11.348,11.353,11.575,11.595,11.656,11.676,11.425,11.452,2969.181,2758.556,2453.01,2522.988,2656.34,2574.537,1945.02,2337.947,C43H65FN6O10,845.4821,11.47,0.83,1/1,0.085,2502.676,18.18262287427205,2551.71875,3.3586487798665714,1.01959612430854,1.228429065431976
153,154,28.147,28.142,28.162,28.184,28.186,28.199,28.147,28.159,8229.131,8401.205,9469.663,9338.122,10002.573,9943.648,7432.615,8172.221,C23H21F7N4O3,535.1577,28.13,1.19,1/1,0.062,8058.793,5.319050879625568,9688.5015,3.44598807801388,1.202227368292001,1.010275099405043
154,155,12.731,12.726,12.573,12.531,12.476,12.43,12.685,12.654,11737.85,11577.71,12644.47,12408.168,13322.054,14051.22,10905.627,10760.686,C31H33N5O4,540.2607,12.55,1.16,1/1,0.235,11245.46825,4.305677369790673,13106.478,5.64141907732087,1.1654897518384795,1.0047325446883444
155,156,23.839,23.921,24.381,24.506,24.625,24.757,24.02,24.194,218.104,198.197,217.086,190.325,280.383,331.754,209.261,223.988,C23H22F7N4O6P,615.1235,24.23,1.26,1/1,0.003,212.3875,5.287900399531725,254.887,24.973680515500103,1.2001035842504857,0.9524631621035601
156,157,4.708,4.705,4.754,4.74,4.747,4.773,4.709,4.71,2423.695,2429.404,2520.72,2636.652,3106.113,2826.126,2398.304,2666.83,C24H29N7O2,448.2452,4.7,1.13,1/1,0.261,2479.55825,5.064510316095748,2772.4027499999997,9.2200773357717,1.1181034968627979,0.9894721211175204
157,158,9.49,9.437,9.206,9.191,9.152,9.087,9.388,9.335,1251.902,1047.87,1527.259,1623.135,1715.65,1889.931,979.595,1334.146,C24H25FO5S,445.1463,9.27,1.29,1/1,0.009,1153.37825,14.48348895130267,1688.99375,9.145611611263199,1.464388417242999,1.1351848195682164
158,159,5.721,5.713,5.555,5.512,5.491,5.465,5.645,5.624,15745.727,15200.951,16505.48,16646.158,16097.785,16022.65,15461.283,14677.8,C18H28N2O,289.2276,5.56,1.05,1/1,0.338,15271.44025,2.9729120498382517,16318.01825,1.8673831364094986,1.068531715598992,1.017649252951421
159,160,24.686,24.707,24.724,24.752,24.765,24.782,24.708,24.72,4502.38,4537.611,5643.151,5724.539,5698.437,6060.938,4818.487,4578.284,C19H18N2O4S,371.1062,24.73,1.33,1/1,0.007,4609.1905,3.1011147103257786,5781.766250000001,3.2720495040058175,1.2543994981331323,0.9431575173933325
160,161,29.686,29.668,29.677,29.674,29.687,29.691,29.672,29.673,12181.109,11781.719,14529.348,14709.255,14308.076,14973.206,12749.336,12130.328,C21H15ClF4N4O3,483.0844,29.61,1.27,1/1,0.081,12210.623000000001,3.2809121352299115,14629.971249999999,1.9245808234000819,1.198134710243695,0.9434131576722008
161,162,26.022,26.055,26.271,26.35,26.435,26.518,26.131,26.151,153.804,102.913,99.623,65.757,84.488,104.672,117.433,158.983,C56H71N9O23S,1270.4467,26.22,0.81,1/1,0.362,133.28325,20.57086525303989,88.63499999999999,19.741443553725507,0.6650122952434007,0.821002833633828
162,163,24.818,24.814,24.751,24.75,24.764,24.741,24.781,24.771,10371.513,9224.376,9990.403,9752.434,8365.009,11220.892,9011.697,10268.687,C40H57N5O7,720.4335,24.74,0.94,1/1,0.701,9719.06825,7.209338053935352,9832.1845,11.908103751755956,1.0116385899440514,1.076211265897927
163,164,31.342,31.333,31.343,31.335,31.328,31.346,31.322,31.332,467.156,395.051,459.307,440.307,367.456,420.671,459.93,397.225,C30H46NO7P,564.3079,31.29,1.1,1/1,0.28,429.8405,9.081981742094317,421.93525000000005,9.384603998787412,0.9816088758504609,0.8923717053186007
