,Compound Name,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_2_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_1_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_2_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_3_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_4_Retention Time,/home/zzy/peak-output/tof/SampleA_3-20170326-960MIX_SampleA_4_Retention Time,/home/zzy/peak-output/tof/SampleA_4-20170326-960MIX_SampleA_5_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_2_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_1_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_2_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_3_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_4_Area,/home/zzy/peak-output/tof/SampleA_3-20170326-960MIX_SampleA_4_Area,/home/zzy/peak-output/tof/SampleA_4-20170326-960MIX_SampleA_5_Area,Compound formula,mz,rt,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
84,85,17.549,17.528,17.544,17.55,17.519,17.56,17.525,17.531,2555.783,2516.717,3020.5,2948.234,2946.791,2850.83,2660.0,2634.765,C19H30O3,307.2267,17.45,1.19,0.015,1/1,2591.81625,2.5816898810899254,2941.5887500000003,2.3663026794762896,1.1349526610923906,0.9537417320104122
85,86,4.285,4.294,4.223,4.222,4.194,4.179,4.265,4.266,2387.583,2316.408,2843.428,2957.988,3060.322,3176.834,2462.207,2530.921,C19H20N2O3,325.1546,4.22,1.22,0.008,1/1,2424.27975,3.8248489554313423,3009.643,4.730819461298189,1.2414586229167652,1.0175890351776764
86,87,3.442,3.442,3.418,3.408,3.404,3.405,3.431,3.418,7638.926,8427.447,9959.013,8824.791,9908.315,9496.032,8933.022,8156.714,C15H28N4O4,329.2172,3.46,1.16,0.046,1/1,8289.02725,6.511760256536488,9547.03775,5.491140924698402,1.1517681703845286,0.9929035951590764
87,88,12.587,12.55,12.277,12.243,12.153,12.084,12.467,12.428,5466.197,5202.337,5672.956,5527.383,5694.579,5706.06,5166.883,5018.666,C30H34N2O3,471.264,12.36,0.99,0.662,1/1,5213.52075,3.573242167685877,5650.2445,1.4698397587070218,1.0837675288815145,1.0947146756378934
88,89,25.69,25.669,25.497,25.465,25.425,25.385,25.597,25.589,24469.451,23413.925,23580.524,27861.418,28056.293,26504.102,20833.982,21052.441,C36H41N3O6,612.307,25.64,1.06,0.74,1/1,22442.44975,7.959132159083479,26500.58425,7.794165255502121,1.18082404306152,1.1139849462844529
89,90,13.065,13.077,13.073,13.075,13.096,13.098,13.071,13.088,5351.003,5656.375,5937.388,6628.661,6883.458,6733.895,5190.873,5505.171,C20H29FO3,337.2176,13.03,1.3,0.0,1/1,5425.8555,3.689890171162677,6545.8505,6.399426096460621,1.20641813995968,0.9280139538151385
90,91,3.713,3.711,3.638,3.625,3.627,3.613,3.699,3.663,9067.37,8580.239,9614.298,9957.162,10537.4,10364.044,9196.33,8771.196,C18H26ClN3O3,368.1737,3.56,1.18,0.045,1/1,8903.783749999999,3.140746796408627,10118.226,4.098902420362128,1.136396197852402,0.9630476252986458
91,92,6.026,6.057,6.061,6.108,6.074,6.102,5.999,6.023,895.976,867.563,1087.536,1100.491,1171.228,1273.205,1123.122,1112.595,C25H24FNO4,422.176,6.14,0.97,0.553,1/1,999.8140000000001,13.689166667549294,1158.115,7.347056713545669,1.1583304494636002,1.194155102539794
92,93,8.65,8.61,8.384,8.332,8.285,8.248,8.528,8.498,15670.309,15069.035,16806.984,18390.772,17722.126,18325.217,15966.866,16007.432,C22H36N2O5S,441.2419,8.5,1.17,0.057,1/1,15678.4105,2.7627385921638896,17811.27475,4.121282387990594,1.1360382961015085,0.970972902650862
93,94,16.856,16.89,16.853,16.804,16.853,16.893,16.865,16.917,473.532,458.397,631.404,886.669,837.446,839.98,416.55,428.565,C15H15NO3,258.1127,16.86,1.64,0.059,1/1,444.261,5.913966310842267,798.87475,14.259758443646806,1.7982103988421219,1.0964697553915377
94,95,3.3,3.303,3.3,3.301,3.303,3.309,3.294,3.291,2093.591,1756.156,1862.809,2251.681,2012.879,2279.672,1863.87,2030.916,C16H21N5O2,316.1766,3.39,1.17,0.083,1/1,1936.13325,7.967541657239617,2101.76025,9.481132254719117,1.0855452484998125,0.9278164517092415
95,96,4.154,4.152,4.064,4.047,4.04,4.028,4.122,4.095,18487.456,18547.249,19978.921,19053.053,19893.019,19455.396,18834.67,19372.666,C14H23NO,222.1854,4.09,1.04,0.37,1/1,18810.51025,2.1491064332756995,19595.09725,2.1839305608618336,1.0417100328259303,1.0016442623326254
96,97,30.087,30.093,30.094,30.109,30.136,30.128,30.095,30.089,222.278,344.502,712.991,642.709,367.9,376.025,785.015,714.54,C45H57NO14,836.3853,30.09,1.15,0.801,1/1,516.58375,53.30411180342717,524.90625,34.091916149211904,1.0161106500156074,0.8835744782744412
97,98,3.684,3.713,3.677,3.665,3.668,3.675,3.685,3.661,2209.994,2040.847,2826.129,3048.842,3027.664,3510.384,2245.38,2289.156,C19H21N3O,308.1756,3.68,1.37,0.043,1/1,2196.34425,4.944744699436381,3103.25475,9.325145841580934,1.4129181934935746,1.0313271485354558
98,99,32.238,32.247,32.233,32.236,32.227,32.247,32.236,32.238,4021.629,4016.155,3970.037,4327.055,4318.002,4203.651,3938.249,4222.412,C31H43NO7,542.3112,32.01,1.05,0.486,1/1,4049.61125,2.996126358868427,4204.686250000001,3.9529374241846043,1.0382937991887495,0.9888512373226186
99,100,32.677,32.676,32.666,32.663,32.666,32.678,32.669,32.67,12341.839,14683.173,13741.083,14561.137,14056.698,11894.998,13919.176,12526.038,C32H45NO7,556.3274,32.45,1.12,0.489,1/1,13367.5565,8.414242267097446,13563.479000000001,8.570534793256181,1.0146565679374537,0.9059433642298693
100,101,6.317,6.307,6.181,6.142,6.129,6.095,6.251,6.22,2626.856,2568.525,4106.128,4537.54,4170.322,4292.367,3293.46,3415.975,C21H23N7O2S,438.1702,6.01,1.43,0.015,1/1,2976.204,14.802961686877348,4276.58925,4.450866963020716,1.436927458601628,1.0048443766444952
101,102,15.547,15.558,15.554,15.548,15.551,15.562,15.553,15.544,1559.141,1742.335,1914.063,2039.0,1977.436,1969.717,1714.523,1720.393,C15H13NO3,256.0969,15.58,1.17,0.048,1/1,1684.098,4.997344569656563,1975.054,2.5888427555709663,1.172766667973004,1.0023646734812
102,103,23.86,23.911,24.424,24.502,24.625,24.725,24.062,24.148,2776.096,3025.892,2441.854,2821.96,3410.149,3318.42,2737.475,2847.468,C12H15N5O3,278.1214,24.17,1.37,0.003,1/1,2846.73275,4.490587635818476,2998.09575,15.075156341176625,1.05317077972985,0.768737795423248
103,104,4.478,4.486,4.501,4.489,4.499,4.506,4.477,4.472,5954.913,6064.916,7707.12,7729.529,8653.853,8338.219,6562.186,6612.924,C19H18N4O2,335.1502,4.46,1.25,0.004,1/1,6298.73475,5.35262840631516,8107.180249999999,5.763105871045097,1.2871125030308666,1.0296900024246933
104,105,26.153,26.127,25.96,25.942,25.909,25.858,26.065,26.054,8144.938,11198.533,11973.313,13021.743,15178.848,14211.936,11658.426,12202.251,C39H37F6N3O2,694.2863,26.11,1.2,0.366,1/1,10801.037,16.82832985701454,13596.460000000001,10.268449896530143,1.2588106123513882,1.0490088436261569
105,106,6.52,6.493,6.301,6.252,6.209,6.171,6.425,6.405,15033.527,14853.003,14743.609,14480.654,14568.206,14087.749,13147.291,12679.131,C20H25NO3,328.1908,6.24,1.15,0.008,1/1,13928.238,8.542487544414724,14470.054499999998,1.9165781546728224,1.0389005773738214,0.9033918064120187
106,107,5.005,4.985,4.876,4.841,4.807,4.793,4.918,4.898,2304.206,2649.21,3574.288,3649.461,3478.582,3436.869,2986.77,2906.359,C15H22N2O,247.1803,4.84,1.26,0.181,1/1,2711.63625,11.336882496296614,3534.8,2.7064758935023416,1.303567172772528,1.0345771212480381
107,108,3.693,3.683,3.665,3.66,3.652,3.639,3.669,3.644,447.646,476.515,439.301,464.749,413.474,422.459,482.556,457.606,C11H21N,168.1742,3.73,1.06,0.561,1/1,466.08075,3.4860390787801405,434.99575,5.181646369482892,0.933305548448418,0.8804769324985074
108,109,3.266,3.253,3.254,3.261,3.257,3.253,3.254,3.26,510.147,453.828,482.405,538.172,468.781,489.169,491.293,486.773,C19H17N5O2,348.1453,3.12,1.02,0.887,1/1,485.51025000000004,4.824201376532254,494.63175,6.113613345287243,1.018787450934352,0.9988112264062274
109,110,3.176,3.207,3.278,3.256,3.278,3.26,3.186,3.204,506.213,441.913,578.788,585.094,569.27,533.652,474.834,463.381,C14H17N3O2S,292.1114,3.05,1.59,0.008,2/1,471.58525,5.686476480352097,566.701,4.0537594325173965,1.2016936492394537,0.7557821693329897
110,111,22.899,22.944,23.312,23.377,23.454,23.509,23.072,23.12,4130.433,4640.359,5419.967,5757.138,5829.861,5471.079,4677.177,4237.565,C27H31N7OS,502.2384,23.1,1.4,0.008,1/1,4421.3835,6.287218129335176,5619.51125,3.6329728291835126,1.2709848060002034,0.9078462900001453
111,112,31.214,31.213,31.214,31.212,31.21,31.225,31.216,31.193,15698.661,16586.491,19423.201,16899.226,22865.89,15271.664,18063.208,17936.406,C34H38N3O7P,632.2532,31.01,0.84,0.423,1/1,17071.1915,6.637257278805954,18614.99525,17.775068326693592,1.090433274677986,1.2981348508071262
112,113,22.081,22.088,22.148,22.162,22.154,22.183,22.119,22.134,2172.816,2239.05,2748.092,2806.525,2947.206,2485.967,2254.464,2091.4,C27H37N3O7S,548.2423,22.26,1.34,0.015,1/1,2189.4325,3.3952124611768872,2746.9475,7.02654890744163,1.254639044592606,0.9362977944720939
113,114,4.614,4.652,4.852,4.85,4.895,4.955,4.647,4.658,1346.476,1733.519,1455.383,1590.082,1584.284,1425.53,2067.441,1829.924,C30H29ClN6O3,557.2059,4.84,0.97,0.871,1/1,1744.34,17.202677030649994,1513.8197499999999,5.655726968488306,0.8678467213960581,0.8946873416454207
114,115,8.669,8.626,8.448,8.408,8.392,8.374,8.558,8.548,7898.887,8131.558,8988.459,9296.869,9144.727,8195.217,7926.982,8038.025,C23H26ClN7O3,484.1858,8.52,1.14,0.222,1/1,7998.862999999999,1.3368467429811814,8906.318,5.507364374566599,1.113447998796829,0.9767087708744115
115,116,8.037,8.007,7.798,7.737,7.724,7.682,7.922,7.894,2832.46,2969.164,3189.216,3518.503,3412.006,3659.745,3189.933,3076.171,C21H30N4O5S,451.2005,7.96,1.15,0.023,1/1,3016.9320000000002,5.054135823925015,3444.8675000000003,5.757936980046583,1.1418445957681511,0.9929083441462184
116,117,27.946,27.892,27.748,27.702,27.678,27.657,27.851,27.8,32221.971,36472.433,40448.705,40777.55,39798.78,42247.815,41490.595,36013.781,C32H39NO2,470.3052,27.84,1.15,0.08,1/1,36549.695,10.410577792654935,40818.2125,2.538597858694534,1.116786679068047,0.9711188513635192
117,118,25.862,25.872,25.865,25.861,25.873,25.875,25.85,25.848,3076.811,3131.62,3412.934,3579.107,3387.631,3507.134,2960.746,3239.49,C26H25ClN2O3,449.1626,25.69,1.16,0.049,1/1,3102.16675,3.739317780578697,3471.7015,2.5391881382027948,1.1191214979014266,0.9647599119839885
118,119,4.804,4.809,4.89,4.884,4.911,4.948,4.805,4.816,7698.559,8237.914,9361.83,10777.547,9815.355,11065.901,8574.415,8195.962,C18H22F2N4O,349.1835,4.98,1.25,0.007,1/1,8176.712500000001,4.414701827621293,10255.15825,7.80431585248385,1.2541908805036253,1.0033527044029003
119,120,13.886,13.909,13.899,13.923,13.924,13.934,13.898,13.897,5705.541,6230.223,6875.174,6912.392,6306.251,6672.002,6190.488,6573.806,C20H19F2N3O5,420.1363,13.88,1.04,0.303,1/1,6175.0145,5.784238456141215,6691.45475,4.149840438596126,1.0836338521958127,1.0419556271113584
120,121,11.11,11.104,11.099,11.113,11.113,11.107,11.103,11.086,6651.304,6301.746,7461.535,8048.13,8296.922,8398.462,6709.529,6769.955,C22H18N6,367.1666,11.16,1.21,0.025,1/1,6608.1335,3.1767515632809142,8051.26225,5.214031560425868,1.218386742640717,1.0069311922650552
121,122,3.355,3.406,3.387,3.396,3.379,3.361,3.375,3.373,132.208,118.422,134.713,142.575,184.57,160.756,120.574,128.465,C16H18O9,355.1022,3.5,1.29,0.027,1/1,124.91725,5.204340760580593,155.6535,14.229763381926464,1.2460528870112015,0.965932470551319
122,123,21.868,21.869,21.901,21.909,21.902,21.914,21.892,21.875,2958.94,3255.071,3549.723,3438.735,3759.297,3625.164,2875.087,3003.804,C21H26O2,311.2005,21.78,1.08,0.379,1/1,3023.2255,5.408482520345166,3593.2297500000004,3.746213148193652,1.1885417578013948,1.100501627593884
123,124,5.292,5.287,5.187,5.124,5.115,5.083,5.235,5.202,10334.396,10152.716,9729.798,9600.521,10309.334,11055.514,10047.683,9930.114,C19H22N2O,295.1806,5.03,1.03,0.715,1/1,10116.22725,1.695572093714002,10173.79175,6.523828562409085,1.005690313056184,0.9763983621904699
124,125,30.955,30.984,30.982,30.972,30.947,30.957,30.963,30.945,40.148,39.253,36.047,40.276,39.765,45.209,41.007,36.798,C31H48O6,517.3534,30.84,1.08,0.518,1/1,39.301500000000004,4.621059825905503,40.324250000000006,9.330780685359432,1.0260231797768533,0.9500214627563456
125,126,25.367,25.381,25.399,25.401,25.396,25.412,25.38,25.362,3625.078,3503.479,3767.617,3373.272,3631.19,3621.335,3421.721,3507.02,C15H17ClN4,289.1215,25.32,1.06,0.157,1/1,3514.3245,2.3814349169490425,3598.3535,4.5641367810468925,1.02391042716744,0.9659532331768301
126,127,3.625,3.61,3.571,3.562,3.546,3.545,3.59,3.605,2546.785,2493.103,2801.104,2954.264,2913.786,3031.811,2507.258,2285.148,C13H17ClN2O2,269.105,3.69,1.11,0.096,1/1,2458.0735,4.78018874353139,2925.24125,3.287278349319913,1.190054426769582,1.0721211051978217
127,128,3.365,3.367,3.355,3.348,3.353,3.343,3.352,3.349,1989.265,2121.23,2470.549,2555.763,2429.227,2476.896,2133.339,2065.174,C20H23NO4,342.1695,3.46,1.26,0.066,1/1,2077.252,3.1650220954313837,2483.10875,2.1282357566525407,1.195381566608192,0.9487155290541206
128,129,24.222,24.233,24.233,24.231,24.246,24.243,24.22,24.222,11126.759,10361.725,11766.034,11303.413,11163.956,10183.555,10448.822,10513.18,C14H18N2O,231.1493,24.01,1.11,0.027,1/1,10612.621500000001,3.2822416884829404,11104.2395,5.993651435544691,1.046323898388348,0.9426341426922054
129,130,8.641,8.616,8.39,8.342,8.291,8.225,8.54,8.503,19505.265,19215.365,21359.537,21556.743,21052.809,20505.582,19282.323,19415.395,C20H21FN2O,325.1712,8.43,1.09,0.034,1/1,19354.587000000003,0.6737014386364515,21118.66775,2.170157147535925,1.0911453574287064,1.0010507866318408
130,131,10.671,10.628,10.388,10.334,10.3,10.239,10.55,10.502,745.89,731.694,988.283,1019.778,1091.169,966.307,837.16,760.273,C27H29NO10,528.186,10.44,1.27,0.001,1/1,768.75425,6.123242831985529,1016.3842500000001,5.359417873731413,1.3221185443852832,1.04103822392542
131,132,4.345,4.355,4.292,4.265,4.261,4.256,4.315,4.278,1043.268,1046.709,574.65,648.597,734.644,752.023,995.214,938.006,C22H24BrFN4O2,475.1137,4.15,0.68,0.044,1/1,1005.7992499999999,5.064900999461961,677.4784999999999,12.121877750250308,0.6735722859208734,0.990547479295402
132,133,0.636,0.66,0.664,0.651,0.681,0.672,0.659,0.636,1875.839,1868.941,2768.126,2839.117,3229.507,3795.534,1851.864,1791.069,C6H13N5O,172.119,0.43,1.35,0.125,1/1,1846.92825,2.0888178479005246,3158.071,14.911118789204652,1.709904540146592,1.2665959556641422
133,134,3.611,3.593,3.657,3.626,3.633,3.597,3.59,3.581,132.218,135.652,109.559,110.51,100.888,130.989,160.284,130.415,C22H29N3O4S,432.1946,3.56,1.08,0.494,1/1,139.64225,9.976612165924019,112.9865,11.29213274758605,0.809114003820477,0.7491796331671083
134,135,29.024,29.024,29.024,29.04,29.026,29.036,29.027,29.031,7572.152,7176.417,7564.232,7261.308,8496.432,8076.44,7286.727,7565.452,C24H34O4,387.2532,29.16,1.16,0.06,1/1,7400.187,2.7007268664322455,7849.603,6.967509168224159,1.0607303572193514,0.9144227217408202
135,136,10.458,10.465,10.497,10.497,10.531,10.54,10.456,10.477,1416.786,1504.537,1813.931,1596.111,1656.376,1575.287,1527.298,1258.512,C15H14N2O2,255.1128,10.4,1.11,0.042,1/1,1426.78325,8.542274965274665,1660.4262500000002,6.501867855643234,1.1637550763229105,1.0484279966873067
136,137,5.379,5.36,5.226,5.202,5.168,5.153,5.305,5.274,9310.289,8849.16,9886.638,9714.652,9429.364,9985.209,9713.911,10205.615,C17H19N3O,282.1603,5.25,1.0,0.991,1/1,9519.74375,6.069841457007854,9753.965750000001,2.4971956681948377,1.0246038135217665,1.0246038135217665
137,138,3.293,3.296,3.28,3.286,3.274,3.268,3.277,3.279,25059.019,22630.746,20847.023,23776.678,23730.734,22388.052,22970.348,22072.593,C15H24N2O4S,329.1532,3.35,1.06,0.701,1/1,23183.1765,5.6255447789264155,22685.62175,6.103587230657025,0.9785381114619904,0.9231491617565947
138,139,0.659,0.644,0.674,0.686,0.676,0.681,0.665,0.652,1877.658,1995.81,1670.814,1784.107,2137.039,1818.653,1890.961,1929.463,C9H12ClN5O,242.0803,0.55,0.64,0.041,1/2,1923.473,2.7550345379786823,1852.6532500000003,10.786120110196599,0.9631813131767383,1.5049708018386536
139,140,12.636,12.602,12.333,12.266,12.197,12.136,12.521,12.47,12233.377,12062.645,13709.686,13280.017,14395.521,12889.093,12636.761,12041.118,C21H27ClN2O2,375.1836,12.53,1.13,0.135,1/1,12243.475250000001,2.2537473968956436,13568.57925,4.754845414423919,1.1082294016153624,0.9807339837304093
140,141,12.013,12.014,12.039,12.046,12.066,12.082,12.033,12.012,528.882,600.096,679.218,638.951,638.875,661.705,598.203,587.829,C14H10N4O5,315.0722,12.17,1.16,0.155,1/1,578.7525,5.819660718953139,654.68725,2.988834495215059,1.1312041848631322,0.9751760214337347
141,142,6.073,6.084,6.138,6.119,6.153,6.162,6.082,6.083,1702.177,1828.658,2360.102,2216.359,1975.85,1966.137,2113.16,2146.0,C24H25FN6O,433.2145,5.97,1.17,0.039,1/1,1947.49875,11.137972344619044,2129.612,9.03305447370202,1.093511356554144,0.934625091071918
142,143,3.698,3.718,3.786,3.814,3.836,3.849,3.714,3.724,7273.165,6289.454,7988.658,7499.594,7687.895,7985.168,5883.299,6189.693,C10H15N5,206.1399,3.71,1.14,0.082,1/1,6408.902749999999,9.385912422539594,7790.328750000001,3.0764271307557145,1.215547973481108,1.0662701521764106
143,144,0.668,0.66,0.663,0.675,0.68,0.678,0.659,0.657,589.684,687.727,1324.187,1295.436,1607.943,1471.647,656.722,672.039,C17H21NO3,288.1593,0.51,1.43,0.125,1/1,651.543,6.620936734093677,1424.80325,10.137967578104115,2.186813840375846,1.529240447815277
144,145,22.804,22.797,22.818,22.813,22.81,22.817,22.793,22.793,9294.99,10032.53,10514.412,10788.069,10859.905,10267.849,9906.786,10109.468,C24H30O6,415.2118,22.69,1.11,0.06,1/1,9835.943500000001,3.7635962708674726,10607.55875,2.5548898888772817,1.0784485240282236,0.9715752468722734
145,146,27.47,27.461,27.449,27.462,27.464,27.467,27.458,27.459,4598.802,4238.697,5087.588,4935.207,5269.387,5187.964,4562.88,4685.751,C17H14Cl2F2N2O3,403.0424,27.23,1.07,0.145,1/1,4521.5325,4.323436191574256,5120.0365,2.8108194585709323,1.1323675103518551,1.058287392852201
146,147,27.863,27.867,27.875,27.858,27.87,27.877,27.864,27.875,3431.978,2831.723,3935.193,4213.501,4407.39,4021.078,2948.309,3245.386,C20H22N8O5,455.1755,27.86,1.15,0.148,1/1,3114.349,8.80340685182133,4144.2905,5.078967150347071,1.3307084401908713,1.1571377740790185
147,148,3.769,3.747,3.676,3.667,3.674,3.655,3.742,3.709,1376.486,1424.399,1819.356,1823.344,1821.096,1947.426,1483.932,1491.519,C19H27N5O5,406.2084,3.76,1.17,0.092,1/1,1444.084,3.749411772521883,1852.8055,3.40572466316084,1.283031665747976,1.0966082613230563
148,149,14.741,14.71,14.402,14.301,14.189,14.115,14.615,14.542,6275.712,6531.843,7357.11,7361.86,7703.211,7038.519,6107.129,6644.335,C19H29NO5,352.212,14.24,1.15,0.055,1/1,6389.75475,3.8108573832767085,7365.175,3.6855312777528666,1.152653785342857,1.0023076394285713
149,150,13.44,13.414,13.18,13.1,13.025,12.977,13.346,13.305,2188.477,2133.721,2665.985,2689.636,2914.714,2619.432,2353.163,2424.621,C25H25Cl2N7O,510.1568,13.1,1.27,0.001,1/1,2274.9955,6.002433716361526,2722.44175,4.828660955061372,1.1966800593671503,0.9422677632812206
150,151,21.211,21.242,21.729,21.848,21.971,22.077,21.413,21.471,11586.391,11440.925,13179.985,12251.037,14892.314,13524.898,11069.673,12503.572,C25H24N6O2,441.2036,21.73,1.14,0.199,1/1,11650.14025,5.228532248382014,13462.058500000001,8.13243721637267,1.1555275911807157,1.0136206940181718
151,152,8.302,8.29,8.272,8.285,8.292,8.295,8.276,8.248,798.498,706.605,819.654,920.157,933.377,872.748,731.788,777.04,C15H14N2O4S,319.0745,8.14,1.22,0.053,1/1,753.48275,5.5516889703372545,886.484,5.820773893682999,1.1765153216845377,0.9643568210528998
152,153,11.334,11.357,11.584,11.605,11.655,11.666,11.433,11.478,2966.201,2756.924,2452.92,2522.97,2654.338,2571.392,1945.02,2338.847,C43H65FN6O10,845.4821,11.33,0.83,0.085,1/1,2501.748,18.132134779313365,2550.4049999999997,3.319208812915755,1.0194492011185778,1.2282520495404552
153,154,28.147,28.142,28.162,28.184,28.186,28.199,28.147,28.159,8229.131,8401.205,9469.663,9338.122,10002.573,9943.648,7432.615,8172.221,C23H21F7N4O3,535.1577,28.13,1.19,0.062,1/1,8058.793,5.319050879625568,9688.5015,3.44598807801388,1.202227368292001,1.010275099405043
154,155,12.723,12.71,12.59,12.536,12.486,12.441,12.68,12.665,11737.85,11576.164,12647.49,12408.168,13321.551,14049.782,10905.627,10764.55,C31H33N5O4,540.2607,12.74,1.16,0.235,1/1,11246.047750000002,4.290868561061789,13106.74775,5.6314685879917565,1.1654536812721605,1.0047014493725523
155,156,23.855,23.908,24.374,24.483,24.602,24.687,24.015,24.2,224.331,196.315,212.211,185.845,259.001,295.245,211.947,223.943,C23H22F7N4O6P,615.1235,24.13,1.26,0.003,1/1,214.134,6.163037648253954,238.0755,20.43866271503872,1.1118061587604025,0.8823858402860337
156,157,4.705,4.722,4.771,4.754,4.763,4.78,4.702,4.702,2424.31,2432.77,2523.21,2638.736,3107.999,2826.808,2398.304,2666.195,C24H29N7O2,448.2452,4.77,1.13,0.261,1/1,2480.39475,5.028717019699049,2774.18825,9.202729149752933,1.118446267474159,0.9897754579417338
157,158,9.502,9.436,9.216,9.208,9.155,9.097,9.371,9.336,1250.397,1047.956,1527.609,1619.185,1721.492,1882.232,983.691,1339.265,C24H25FO5S,445.1463,9.37,1.29,0.009,1/1,1155.32725,14.471349829899092,1687.6295,9.006457106532192,1.4607372067091813,1.132354423805567
158,159,5.702,5.702,5.554,5.503,5.473,5.442,5.644,5.627,15730.681,15188.65,16497.807,16633.576,16085.995,16015.093,15457.548,14677.8,C18H28N2O,289.2276,5.46,1.05,0.338,1/1,15263.669750000001,2.9410335336321145,16308.117750000001,1.8636285888997948,1.068427056999186,1.0175495780944628
159,160,24.721,24.742,24.747,24.755,24.759,24.762,24.72,24.726,4478.986,4497.247,5638.911,5724.991,5712.921,6088.066,4813.951,4586.974,C19H18N2O4S,371.1062,24.82,1.33,0.007,1/1,4594.289500000001,3.348896082761097,5791.22225,3.4797727612475042,1.2605261923524842,0.947764054400364
160,161,29.672,29.672,29.687,29.688,29.697,29.698,29.661,29.667,12175.007,11784.59,14532.068,14709.93,14307.956,14973.206,12749.004,12129.565,C21H15ClF4N4O3,483.0844,29.56,1.27,0.081,1/1,12209.541500000001,3.2733692284520846,14630.789999999999,1.9230245327497608,1.198307897147489,0.9435495253129834
161,162,26.018,26.057,26.289,26.359,26.422,26.506,26.159,26.163,153.831,102.858,99.623,65.757,84.488,104.672,117.433,158.983,C56H71N9O23S,1270.4467,26.27,0.81,0.362,1/1,133.27625,20.592243459928923,88.63499999999999,19.741443553725507,0.6650472233424934,0.821045954743819
162,163,24.826,24.818,24.748,24.745,24.761,24.742,24.784,24.763,10375.938,9229.206,9990.403,9749.229,8365.872,11228.403,9011.783,10261.572,C40H57N5O7,720.4335,24.79,0.94,0.701,1/1,9719.624749999999,7.19212970325714,9833.47675,11.933868289218545,1.0117136209399442,1.0762910861063237
163,164,31.325,31.322,31.302,31.324,31.324,31.325,31.306,31.312,467.252,395.051,459.307,441.559,367.456,420.059,459.93,397.225,C30H46NO7P,564.3079,31.3,1.1,0.28,1/1,429.8645,9.088594488956602,422.09525,9.430169055615034,0.9819262814212385,0.8926602558374894
