,Compound Name,/home/zzy/peakformer/resources/paper/qe-shift/SA1_Area,/home/zzy/peakformer/resources/paper/qe-shift/SA2_Area,/home/zzy/peakformer/resources/paper/qe-shift/SA3_Area,/home/zzy/peakformer/resources/paper/qe-shift/SA4_Area,/home/zzy/peakformer/resources/paper/qe-shift/SA5_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB1_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB2_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB3_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB4_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB5_Area,Compound formula,mz,RT,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
95,96,504385.358,710689.878,532647.017,531209.507,543397.677,667823.203,534185.45,514378.398,536255.224,539127.893,C22H28F2O5,411.1968,32.46,0.96,0.661,1/1,564465.8874,14.703478040714977,558354.0336,11.098098443947949,0.9891723238969284,1.0303878373926338
96,97,1169137.292,1131843.549,1157118.632,1428198.753,1144747.337,1082610.762,1089277.861,1087055.385,1082799.836,1107483.532,C22H28O2,325.2167,25.52,0.91,0.118,1/1,1206209.1126,10.352377127656823,1089845.4752,0.9415514914111248,0.9035294658409795,0.9928895229021752
97,98,57764.358,58293.428,53253.828,54109.554,55638.017,56725.292,57187.785,57523.225,62935.653,62861.14,C49H66N10O10S2,1019.4501,4.42,1.07,0.027,1/1,55811.837,3.950157511717943,59446.61899999999,5.322164529156511,1.0651256470916732,0.9954445299922179
98,99,1999103.569,2273887.21,1975820.25,1967451.758,2224214.446,2176615.502,1935708.972,1944003.472,1940932.394,1964121.944,C20H15BrN6O,435.0574,29.24,0.95,0.46,1/1,2088095.4466000001,7.108442974113942,1992276.4568,5.200571715138285,0.954111776855785,1.0043281861639841
99,100,5684858.931,5623624.302,5653955.442,5410084.105,5573772.779,5214079.274,5126009.092,5218881.767,5257336.451,5262660.057,C18H18ClNO5,364.0951,26.23,0.96,0.126,1/1,5589259.111799999,1.9362786358700221,5215793.3282,1.0499484626049256,0.9331815226079713,0.9720640860499701
100,101,169097.309,200683.382,191446.206,180795.477,171554.761,162651.161,173030.708,164254.715,171315.029,174753.336,C9H11NO5,214.0711,0.39,0.92,0.243,1/1,182715.427,7.305847904106799,169200.9898,3.200901247227158,0.9260355985157182,1.0065604331692588
101,102,248671.68,274581.962,240070.763,232648.44,233632.171,222198.876,213092.331,209674.63,214309.552,226588.56,C13H16N2,201.139,5.19,0.91,0.14,1/1,245921.0032,7.014943901193766,217172.7898,3.2149157028912487,0.8830998043033357,0.9704393453882809
102,103,6352780.921,5779475.288,5369179.2,5377514.355,5694553.729,5882381.605,5383368.189,5087190.805,5098494.789,5212630.885,C27H36N2O5,469.271,5.32,0.8,0.037,1/1,5714700.6986,7.0258419463903365,5332813.254600001,6.1785817276767565,0.9331745503148476,1.1664681878935594
103,104,1984493.036,1946007.98,2185768.845,1965010.769,1879617.785,2210276.967,2148166.927,1992607.913,2021542.594,2060044.301,C20H25NO2,312.1961,12.8,1.11,0.114,1/1,1992179.6829999997,5.782166740510569,2086527.7404,4.343807875222597,1.0473592107203515,0.9435668565048211
104,105,857354.621,1051304.949,921263.087,904648.704,893923.811,869682.969,913993.319,908057.306,923871.289,970975.733,C10H8F2N4O,239.0742,4.98,1.0,0.952,1/1,925699.0344,7.996926026468473,917316.1232,3.9636658068056545,0.9909442368540079,0.9909442368540079
105,106,554130.516,554403.884,538764.69,547108.44,544922.8,527178.956,675939.664,537577.527,504917.513,523530.837,C19H30O3,307.2271,17.16,1.06,0.345,1/1,547866.066,1.2040455452797472,553828.8994,12.508232187446811,1.0108837428890878,0.9536639083859318
106,107,1315634.962,1445461.027,1307229.825,1291623.802,1303399.441,1271985.633,1299248.418,1304022.598,1361100.445,1417068.463,C19H20N2O3,325.1552,4.26,0.93,0.426,1/1,1332669.8114,4.775460197394188,1330685.1114,4.370942161744985,0.9985107338794483,1.073667455784353
107,108,8312738.805,9583698.995,8481786.206,8192993.043,8507327.304,7954311.337,7984316.866,9588963.301,8230958.851,8758789.774,C15H28N4O4,329.2188,3.51,1.03,0.53,1/1,8615708.870599998,6.454952071467643,8503468.0258,8.081122156070188,0.9869725351116488,0.9582257622443192
108,109,892575.73,915644.955,977526.048,913620.701,901513.465,1090427.929,1155077.221,1028712.964,923281.224,991581.269,C30H34N2O3,471.2655,12.04,1.31,0.027,1/1,920176.1798,3.629884247274252,1037816.1214000002,8.599072634105644,1.127845019445699,0.8609503965234343
109,110,7737504.745,7895543.064,7825853.264,8734182.921,7594207.116,7308835.634,7318732.774,7063801.018,6947220.091,6891274.453,C36H41N3O6,612.3079,25.45,0.91,0.009,1/1,7957458.222,5.636840040213262,7105972.794,2.810100832911984,0.8929953002271633,0.9813135167331465
110,111,1386399.36,1412441.761,1663688.458,1401498.885,1347071.221,1609955.649,1632116.068,1369262.556,1394193.406,1385188.088,C20H29FO3,337.2178,12.76,1.09,0.307,1/1,1442219.937,8.754292579727887,1478143.1533999997,8.861268440256572,1.024908278882016,0.9402828246624
111,112,2683356.419,2863608.7,2604424.88,2582099.19,2620026.862,2614726.75,2489827.028,2479460.228,2413257.844,2536687.632,C18H26ClN3O3,368.1744,3.61,0.89,0.067,1/1,2670703.2102,4.276750813518407,2506791.8964,2.9803564332260777,0.9386261591426607,1.054636133868158
112,113,5076183.951,4866261.06,4891417.92,4867866.593,4849311.316,5130350.602,4820864.2,4745015.892,4974539.306,5031500.125,C22H36N2O5S,441.2428,8.49,0.99,0.58,1/1,4910208.168,1.9140979298858656,4940454.025,3.1683829625887894,1.0061597911870854,1.0163230214010963
113,114,7283071.795,6818575.87,7419740.145,6698917.713,6626938.009,6382161.439,7396495.369,6626636.817,6434841.577,6227207.422,C26H29NO4S2,484.1621,15.56,0.94,0.424,1/1,6969448.7064,5.145359678364025,6613468.5248,6.961715434920072,0.9489227632491067,1.009492301328837
114,115,513478.244,492343.471,574694.177,491053.545,491607.67,464907.538,540904.966,477090.11,481650.397,495680.723,C15H15NO3,258.1129,16.48,0.98,0.805,1/1,512635.4214,7.014202936125067,492046.7468,5.984723264621401,0.9598375887803995,0.9794261110004077
115,116,769985.397,792864.119,725651.519,697282.384,705833.519,688138.676,681590.744,774909.612,680396.498,699831.793,C16H21N5O2,316.1774,3.48,1.0,0.965,1/1,738323.3875999999,5.616233849407344,704973.4646,5.652517278766246,0.9548301956024886,0.9548301956024886
116,117,9158475.164,10958955.525,9745946.76,9508771.579,9512293.232,7840371.46,8191116.413,8226440.123,8599057.412,8722109.886,C14H23NO,222.1855,4.24,0.85,0.194,1/1,9776888.452,7.091052117363375,8315819.0588,4.229777684181682,0.8505588561868968,1.0006574778669375
117,118,186714.005,221363.169,186329.849,191130.292,219640.191,189814.256,176085.668,167138.008,169293.771,168865.856,C45H57NO14,836.3872,29.97,0.87,0.065,1/1,201035.5012,8.894110051688903,174239.5118,5.366628056096521,0.8667101619363138,0.9962185769382917
118,119,1415178.448,1539298.314,1407624.736,1382963.868,1380961.435,1403051.596,1380740.188,1486972.19,1418009.785,1460111.95,C19H21N3O,308.1761,3.89,1.12,0.13,1/1,1425205.3601999998,4.596858245669622,1429777.1417999999,3.018182286888843,1.003207805504856,0.8957212549150501
119,120,1341791.886,1338550.872,1354476.647,1389332.943,1405333.463,1588463.323,1516753.617,1524926.685,1576753.698,1655271.492,C21H23N7O2S,438.1718,6.15,1.25,0.005,1/1,1365897.1622000001,2.1852786334537453,1572433.7629999998,3.5543813432629427,1.1512094808567717,0.9209675846854173
120,121,1955226.435,1923137.056,2250592.153,1916836.813,1925503.808,1873668.025,2181756.532,1908624.297,1986199.741,1993307.261,C15H13NO3,256.0972,15.21,1.0,0.947,1/1,1994259.253,7.223599694182338,1988711.1712000002,5.999535218548426,0.9972179736452752,0.9972179736452752
121,122,234708.407,266417.325,246256.401,241392.751,234346.034,232406.178,231665.202,217407.609,233053.44,235837.882,C12H15N5O3,278.125,0.74,1.05,0.391,1/1,244624.18360000002,5.37683724018386,230074.0622,3.1530908095100125,0.9405205111535831,0.8957338201462697
122,123,104219.286,106930.814,104912.798,119906.676,101470.121,99504.657,99602.544,95149.808,93116.486,91104.342,C23H46N6O13,615.3171,25.55,0.89,0.025,1/1,107487.93900000001,6.709803128845321,95695.5674,3.9723862817148357,0.8902912111841682,1.000327203577717
123,124,3187754.077,3475382.2,3153120.62,3115972.759,3128882.877,3069093.274,3133327.129,3112323.947,3266239.272,3346234.58,C19H18N4O2,335.1508,4.25,1.01,0.863,1/1,3212222.5066,4.658086299914228,3185443.6404000004,3.646895431693911,0.9916634460579931,0.9818449960970228
124,125,5046316.825,5106833.253,5059579.765,5516751.888,5043593.574,4832100.977,4979163.097,5012134.042,5075596.111,4919836.18,C39H37F6N3O2,694.2874,26.0,0.94,0.026,1/1,5154615.061,3.958191068413401,4963766.0814,1.86685052220032,0.9629751247490874,1.0244416220734973
125,126,7927386.656,6884760.225,6826074.211,6682947.197,6602551.42,5640030.759,5130791.825,5206907.283,5311377.477,5359261.498,C20H25NO3,328.1912,6.32,0.72,0.001,1/1,6984743.9418,7.712887843795994,5329673.7683999995,3.6594494793474284,0.7630449752788674,1.0597846878873158
126,127,4753004.32,5941615.675,5234098.113,5146606.409,5191623.359,5853873.07,6012709.982,6149600.626,6108698.812,6370364.403,C15H22N2O,247.1809,5.05,1.29,0.001,1/1,5253389.575200001,8.185359988863109,6099049.3786,3.1090449671540523,1.1609741275218115,0.8999799438153577
127,128,2503209.91,3208801.035,2648945.851,2615573.833,2719493.115,2654844.796,2778497.112,3289702.047,2732174.006,2799040.235,C11H21N,168.175,3.84,1.0,0.953,1/1,2739204.7488,9.998406398630513,2850851.6391999996,8.821983507947042,1.0407588700512111,1.0407588700512111
128,129,63505.093,64080.41,67058.387,70543.675,68663.019,71379.65,58850.569,62873.763,58034.212,55633.761,C19H17N5O2,348.146,0.38,0.97,0.776,1/1,66770.1168,4.480581421269296,61354.39099999999,10.07470638727595,0.9188899756425165,0.9473092532397077
129,130,7226085.205,7922965.774,7169375.133,7059256.785,7978162.626,7454357.606,6867979.936,6843642.835,7049707.631,7233506.902,C34H38N3O7P,632.253,31.25,0.93,0.18,1/1,7471169.1046,5.9180591207430515,7089838.982000001,3.6301352727669967,0.9489597789500958,1.0203868590861245
130,131,1824959.253,1799194.231,1798186.175,1820261.938,2071339.089,2018447.023,1726050.733,1812195.658,1729734.665,1804832.682,C27H37N3O7S,548.2435,21.65,0.99,0.914,1/1,1862788.1372000002,6.292058622778388,1818252.1522,6.544007133349258,0.976091760458093,0.9859512731899929
131,132,245496.789,285179.519,309945.424,289115.046,303353.887,301653.678,268142.705,254639.535,235463.226,212375.063,C30H29ClN6O3,557.2076,4.45,0.88,0.35,1/1,286618.13300000003,8.763336054810079,254454.84140000003,13.249467187588431,0.8877834725132342,1.0088448551286753
132,133,4370259.19,4211458.418,4084005.39,4106563.831,4088353.52,3604469.411,3749703.281,3711738.821,3617041.314,3445352.669,C23H26ClN7O3,484.1872,8.27,0.92,0.07,1/1,4172128.0697999997,2.9327319677377846,3625661.0992,3.258502013192411,0.8690196078697565,0.9445865302932136
133,134,1044713.516,1055680.334,1067257.766,1053487.136,1073735.896,1177817.553,1054152.627,1026059.731,1015517.497,1048414.299,C21H30N4O5S,451.2019,7.69,1.1,0.115,1/1,1058974.9296,1.0878527133514648,1064392.3413999998,6.139847003143501,1.0051157129867523,0.9137415572606838
134,135,8475192.547,10104245.637,8908223.571,8757418.709,9930979.278,9479034.259,8571919.813,8657899.37,8574914.916,8543014.075,C32H39NO2,470.3062,28.07,0.94,0.388,1/1,9235211.9484,7.942538066524134,8765356.4866,4.577675468241843,0.9491234782238644,1.0097058278977282
135,136,1643210.679,1643222.966,1646509.782,1823428.881,1638534.213,1640095.881,1642853.426,1675595.799,1701787.697,1732154.875,C26H25ClN2O3,449.1636,25.67,1.0,0.945,1/1,1678981.3042,4.812359516642702,1678497.5355999998,2.3408473896005266,0.9997118677862643,0.9997118677862643
136,137,3375143.185,3976779.143,3492030.048,3485127.787,3960776.651,3728953.222,3297195.973,3361713.37,3315717.145,3389619.024,C23H23ClFNO5,448.1331,29.02,0.95,0.453,1/1,3657971.3628,7.860826917846785,3418639.7468000003,5.185814611624763,0.934572583472386,0.983760614181459
137,138,4486659.683,4719955.721,4118952.426,4177611.232,4149675.31,4410286.251,4512509.212,4578059.43,4686426.03,4809040.442,C18H22F2N4O,349.1841,4.85,1.14,0.148,1/1,4330570.874399999,6.075412137671021,4599264.273,3.3559064185165766,1.062045722467763,0.9316190547962835
138,139,2395354.415,2364317.802,2570183.376,2330843.651,2304591.962,2321463.414,2640617.614,2498629.039,2553474.304,2657499.591,C20H19F2N3O5,420.1372,13.49,1.11,0.26,1/1,2393058.2412,4.377806842316603,2534336.7923999997,5.345840230678624,1.0590368210717493,0.9540872261907651
139,140,2220808.0,2144943.801,2100867.291,2154634.541,2391633.819,2116890.629,2395174.653,2139851.076,2216829.526,2272889.892,C22H18N6,367.1672,10.91,0.99,0.868,1/1,2202577.4904000005,5.178530447346255,2228327.1552,5.027505843978941,1.0116906964282666,1.0219097943719864
140,141,97801.648,102994.019,92295.065,92886.607,96439.673,100498.193,101708.83,120157.579,106739.482,109966.266,C16H18O9,355.1028,3.56,1.13,0.096,1/1,96483.4024,4.476173880244692,107814.06999999999,7.317221327537184,1.1174364431410224,0.9888818080894005
141,142,1400802.941,1343038.409,1312839.44,1353160.14,1617539.612,1547250.521,1241607.905,1276227.686,1266027.208,1324469.634,C21H26O2,311.201,21.35,0.9,0.293,1/1,1405476.1083999998,8.729310446875079,1331116.5908,9.354428846123007,0.9470930048859734,1.0523255609844149
142,143,4217404.941,4580004.925,4147841.231,4102134.153,4095316.194,3989407.929,3947010.61,3927706.549,3915200.214,3942253.323,C19H22N2O,295.1808,5.2,0.88,0.008,1/1,4228540.288799999,4.786928547105744,3944315.725,0.7135400727532464,0.9327842365478187,1.0599820869861576
143,144,25021.062,22075.169,19842.014,21227.855,24823.668,27890.748,19482.972,18695.807,20405.669,23282.096,C31H48O6,517.3543,31.04,0.98,0.772,1/1,22597.9536,10.035243553568437,21951.4584,17.06459847676223,0.9713914272308267,0.9912157420722721
144,145,2299416.229,2148062.899,2149518.57,2612297.498,2149459.609,2099093.801,2100773.19,2111455.002,2063541.354,2118870.724,C15H17ClN4,289.1218,25.08,0.89,0.094,1/1,2271750.961,8.856774690322363,2098746.8142,1.0135933089916571,0.9238454611574828,1.0380286080421155
145,146,1740455.316,2068474.725,1849344.857,1763957.067,1823892.111,1778569.593,1821509.377,2076090.674,1872170.91,1857132.802,C13H17ClN2O2,269.1056,3.42,1.04,0.373,1/1,1849224.8151999998,7.041074433772724,1881094.6712000002,6.104153985970041,1.0172341706308725,0.978109779452762
146,147,16083571.823,16496691.362,18915904.927,15924735.587,18381897.136,13409832.478,13346862.237,13062493.26,13268634.085,13379280.414,C20H23N,278.1906,9.98,0.78,0.016,1/1,17160560.167000003,8.085485599068203,13293420.494800001,1.0485851595816835,0.7746495665312508,0.99314046991186
147,148,4242604.415,4230433.177,4223140.674,4194980.941,4061545.632,4276681.367,4299102.628,4256416.572,4087018.155,4053384.276,C14H18N2O,231.1495,23.99,1.01,0.627,1/1,4190540.9677999998,1.7707220537661943,4194520.5996,2.74413643123077,1.0009496701811484,0.9910392774070776
148,149,6943390.102,6561106.363,6442689.766,6644116.327,6635876.939,6761608.769,6486905.405,6367427.447,6545982.059,6604207.454,C20H21FN2O,325.1715,8.18,1.0,0.877,1/1,6645435.8993999995,2.785769134339897,6553226.2268,2.2243863326366737,0.9861243605391898,0.9861243605391898
149,150,1789957.503,1878602.434,2147481.6,1867186.041,2116021.657,1799509.076,2106819.06,1925203.263,1931931.905,2001931.549,C27H29NO10,528.1878,10.33,1.01,0.905,1/1,1959849.8470000003,8.213426991242391,1953078.9706000001,5.771818001949887,0.9965452065573469,0.9866784223340068
150,151,262927.568,270219.888,261931.274,255877.325,253774.782,171420.276,165983.543,163168.915,166397.686,181064.185,C22H24BrFN4O2,475.1149,4.43,0.69,0.002,1/1,260946.16739999998,2.48370402977535,169606.921,4.163179060733041,0.6499690058295143,0.9419840664195861
151,152,5864468.844,5718292.469,5419661.538,5413226.462,5371463.627,5538288.749,5166619.792,5329359.597,5076498.393,5235564.915,C6H13N5O,172.1195,0.48,1.04,0.416,1/1,5557422.588,3.967940855868912,5269266.2891999995,3.3523912995198364,0.9481492914679173,0.9116820110268435
152,153,78260.132,67640.62,67437.14,66483.543,68399.554,74923.042,71473.815,79945.549,74702.22,70695.985,C22H29N3O4S,432.196,3.53,1.05,0.249,1/1,69644.1978,6.984979968215319,74348.12220000001,4.913796426180265,1.0675422296270605,1.0167068853591053
153,154,2770360.236,3241095.223,2693515.492,2663910.852,3268980.228,3044398.586,2537236.827,2548364.15,2523404.313,2550469.297,C24H34O4,387.2535,28.93,0.93,0.462,1/1,2927572.4062,10.30235299935876,2640774.6346000005,8.553882278486913,0.9020356350563284,0.9699307903831488
154,155,2667156.036,2681167.15,3123476.977,2637302.339,3076490.482,2730359.577,2852296.366,2692454.825,2734399.859,2665716.437,C15H14N2O2,255.1132,10.35,0.91,0.357,1/1,2837118.5967999995,8.49655711167227,2735045.4128,2.6104821630884087,0.9640222357587983,1.0593650942404376
155,156,4442753.827,4722029.788,4372045.975,4395251.311,4452332.955,4631239.538,4597036.499,4497609.18,4359518.276,4233223.882,C17H19N3O,282.1605,5.14,1.06,0.467,1/1,4476882.771199999,3.14941362639949,4463725.475,3.7314473429684267,0.9970610585819577,0.9406236401716581
156,157,2065202.389,2010290.425,2005750.656,1950385.863,1937239.713,2088375.377,1948773.274,1934310.063,1938520.106,1997403.383,C9H12ClN5O,242.0807,0.65,0.99,0.348,1/1,1993773.8092,2.581568212718497,1981476.4405999999,3.272653601906205,0.9938321144839722,1.003870822711083
157,158,6340554.789,5974399.846,6673538.073,5895885.555,5565397.243,6030521.683,5789443.361,5355097.184,5397537.624,5179692.097,C21H27ClN2O2,375.184,12.42,0.91,0.091,1/1,6089955.1012,7.0126526108408385,5550458.389799999,6.283824915122967,0.9114120379485727,1.0015516900533765
158,159,69619.375,70263.087,99347.475,75104.248,102054.033,74299.37,106354.219,78761.69,79154.583,79051.195,C14H10N4O5,315.0726,11.46,0.92,0.661,1/1,83277.6436,19.301976743254677,83524.2114,15.473021655900073,1.0029607922287562,1.0901747741616914
159,160,1135394.256,1029543.025,1085047.228,1067130.773,1060821.93,1145468.682,1065672.376,1018137.085,974472.549,991400.56,C24H25FN6O,433.2156,6.05,1.01,0.458,1/1,1075587.4423999998,3.62353087342942,1039030.2504,6.617709286899237,0.9660118828475458,0.9564474087599464
160,161,3792565.551,3926197.325,3390387.741,3355268.417,3189814.459,3263365.445,3577487.729,3772234.848,3757162.167,3852343.591,C10H15N5,206.1404,3.65,1.04,0.707,1/1,3530846.6986000002,8.862266759310907,3644518.756,6.463522016186185,1.032193993991603,0.9924942249919259
161,162,1325317.607,1437788.33,1448523.917,1353848.45,1347139.705,1366828.539,1371385.145,1344955.998,1384712.937,1360441.24,C17H21NO3,288.1598,0.63,0.96,0.452,1/1,1382523.6018,4.0848154946510435,1365664.7718,1.0693323061081526,0.9878057560984489,1.0289643292692177
162,163,3884861.946,4428840.355,3739397.463,3656632.249,3748991.92,3787824.53,3754392.484,3817056.112,3834578.386,3932991.373,C24H30O6,415.212,27.01,0.98,0.782,1/1,3891744.7865999998,7.996446967765493,3825368.5770000005,1.7625375811329396,0.9829443570327261,1.0030044459517613
163,164,2374301.775,2820461.843,2300497.428,2272367.572,2851910.016,2318788.848,2236333.282,2232610.1,2238281.02,2272257.536,C17H14Cl2F2N2O3,403.0429,27.36,0.88,0.048,1/1,2523907.7268,11.399183867051315,2259654.1572000002,1.624180336508909,0.8952998293899436,1.0173861697612996
164,165,770242.257,793834.667,678045.424,685795.58,664181.237,716973.38,716309.493,735070.761,737128.457,753981.106,C19H27N5O5,406.2092,3.63,1.05,0.444,1/1,718419.833,8.237561744474826,731892.6394,2.1504182309731794,1.0187533887305698,0.9702413226005426
165,166,4536400.45,4562899.684,5303867.753,4418401.456,4361848.721,4099361.028,4813013.538,4114887.988,3986692.747,4077958.238,C19H29NO5,352.2124,14.58,0.97,0.617,1/1,4636683.6128,8.239499406369701,4218382.707799999,7.967592864497579,0.9097844623589925,0.9379221261432912
166,167,1502045.58,1462907.401,1604757.85,1447664.059,1431981.215,1564732.954,1645765.976,1516774.103,1552091.612,1605563.33,C25H25Cl2N7O,510.1585,13.11,1.13,0.028,1/1,1489871.2210000001,4.651037936639106,1576985.595,3.1615074404984336,1.0584710764072138,0.9367000676170035
167,168,202904.547,204312.64,211922.094,209284.268,206647.696,258783.225,194480.295,204697.89,209381.088,207372.107,C15H14N2O4S,319.0753,7.82,1.08,0.036,1/1,207014.249,1.7676680740268493,214942.921,11.709594797451754,1.0383001268671124,0.9613890063584373
