Compound Name,mz_x,rt_x,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_3-20170326-960MIX_SampleA_4.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_4-20170326-960MIX_SampleA_5.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_2.mzML,rt_x,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_2.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_3.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_4.mzML,Compound formula,mz_y,rt_y,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
88,471.264,12.36,6378680.866089096,6440067.741276244,5884648.900086766,5679460.767802933,12.36,6639229.6530521335,5061380.330926746,6481451.367280436,1884562.4793279371,C30H34N2O3,471.264,12.36,0.99,0.662,1/1,6095714.56881376,6.112290567162749,5016655.957646812,43.96006927874217,0.822980784453473,0.8312937216701748
89,612.307,25.64,12519418.712661918,5414786.651971764,33587624.86990968,30283032.61976096,25.64,23048890.52798396,10298984.030261908,29804567.07385896,3580158.335760762,C36H41N3O6,612.307,25.64,1.06,0.74,1/1,20451215.713576082,66.7005992474215,16683149.991966398,71.35549227372674,0.8157534606068265,0.7695787364215344
90,337.2176,13.03,4471633.825064216,4707505.722954655,4656766.220854165,4458059.240569246,13.03,4588739.78558369,4909503.085298408,4473387.934501426,4712560.251788107,C20H29FO3,337.2176,13.03,1.3,0.0,1/1,4573491.25236057,2.7828078379375447,4671047.764292908,3.9942389315734452,1.021330862255828,0.7856391248121753
91,368.1737,3.56,9817291.44104749,9688771.318631532,9693423.419169089,9172983.17148951,3.56,10789626.77037362,11140011.198123235,10087597.8097298,11025706.18369215,C18H26ClN3O3,368.1737,3.56,1.18,0.045,1/1,9593117.337584406,2.984884424687288,10760735.4904797,4.38519019988755,1.121714153158613,0.9506052145411975
92,422.176,6.14,753165.2560437993,672235.2693726518,583894.6632849874,537723.5417351393,6.14,890546.2017566622,1160854.6671096643,913966.4705719936,1378723.780648021,C25H24FNO4,422.176,6.14,0.97,0.553,1/1,636754.6826091445,15.01186852084615,1086022.7800215853,21.204076287822026,1.7055591575259959,1.7583084098206143
93,441.2419,8.5,4215274.489844601,4200482.951305638,285688.3103015018,1173439.746243825,8.5,12307.686472140109,11653.354059829731,18742.79423519766,10233.15947792898,C22H36N2O5S,441.2419,8.5,1.17,0.057,1/1,2468721.3744238913,82.66045215773183,13234.24856127412,28.509953688542012,0.005360770437029374,0.004581855074384081
94,258.1127,16.86,288383.3241146908,321081.51572501543,310263.0806397285,373288.8781794047,16.86,666474.9456601837,652163.619800633,434875.2018884632,354373.8776152974,C15H15NO3,258.1127,16.86,1.64,0.059,1/1,323254.19966470986,11.143814399477508,526971.9112411443,29.683665187984793,1.630209017509246,0.9940298887251501
95,316.1766,3.39,1024799.0349579388,1054144.4314400237,750026.7846261659,755148.7413223383,3.39,2388875.522522922,2301460.525578269,2088558.2379555856,2519360.6409067586,C16H21N5O2,316.1766,3.39,1.17,0.083,1/1,896029.7480866166,18.534920437362548,2324563.7317408836,7.787642839515621,2.5942930317935993,2.217344471618461
96,222.1854,4.09,12633411.579384612,12195934.496725127,13009249.958739808,12435682.433135822,4.09,9988345.868233852,10848553.150208753,8484388.60066659,10237594.096014185,C14H23NO,222.1854,4.09,1.04,0.37,1/1,12568569.616996342,2.7366452090678677,9889720.428780844,10.153655209183023,0.7868612523263651,0.7565973580061203
97,836.3853,30.09,1089969.0371277323,1036686.6698085472,366892.9906722404,512341.9766216679,30.09,721140.3590259783,226197.5014658241,796686.8798192284,240767.20509326653,C45H57NO14,836.3853,30.09,1.15,0.801,1/1,751472.6685575469,48.65245702581151,496197.9863510743,61.46330204011282,0.660300776212563,0.5741745880109244
98,308.1756,3.68,1268100.6627238,1312610.1708447011,915694.8499190368,1122916.5053584182,3.68,1685721.8154773477,1960283.1730517775,1432652.6447412367,1905661.705012376,C19H21N3O,308.1756,3.68,1.37,0.043,1/1,1154830.5472114892,15.484453387240315,1746079.8345706845,13.762132894509724,1.5119792585906695,1.1036344953216566
99,542.3112,32.01,4560929.347327589,4752934.065093802,4653167.205958166,4245771.83462776,32.01,4780895.716419321,5105143.167522639,4590753.862311258,4709642.1155076735,C31H43NO7,542.3112,32.01,1.05,0.486,1/1,4553200.613251829,4.819420570226134,4796608.715440223,4.589412969604032,1.0534586816754723,1.003293982548069
100,556.3274,32.45,19286.4107860046,14781.877702269452,6958.73242405089,9378.008014815625,32.45,17085219.262978964,16680206.294948429,16847402.296207894,14032567.932746992,C32H45NO7,556.3274,32.45,1.12,0.489,1/1,12601.25723178514,43.868029347990436,16161348.94672057,8.841364962810607,1282.5187716949013,1145.1060461561617
101,438.1702,6.01,2703411.8138583507,3287694.997537608,639838.8960633647,782493.281623752,6.01,3917200.1829651594,4211467.093393993,2683261.599115956,4026876.7428629086,C21H23N7O2S,438.1702,6.01,1.43,0.015,1/1,1853359.7472707687,72.38492571561267,3709701.404584504,18.734198747416517,2.0016089213372408,1.399726518417651
102,256.0969,15.58,1234346.1132680604,1255316.9629840243,1203165.0559055535,1036401.7655416403,15.58,1382075.461602684,1446244.8076847692,1389917.8475171465,1515358.447593855,C15H13NO3,256.0969,15.58,1.17,0.048,1/1,1182307.4744248197,8.424408342783133,1433399.1410996136,4.301892120017161,1.2123742529809747,1.0362173102401493
103,278.1214,24.17,2784727.570529522,2966530.4056155337,550312.2341112309,1477719.169948965,24.17,206036.7412080596,767.9099288311461,2138334.9575617467,65.95139506499056,C12H15N5O3,278.1214,24.17,1.37,0.003,1/1,1944822.3450513128,58.71761482677095,586301.3900234256,177.2500306535219,0.3014678392169319,0.2200495176765926
104,335.1502,4.46,5424277.252155592,5259449.234035751,4617614.893196626,3989400.3125198367,4.46,5962903.476999276,6435829.601659378,5370952.840933467,5539718.85945573,C19H18N4O2,335.1502,4.46,1.25,0.004,1/1,4822685.422976951,13.592289713487721,5827351.194761964,8.167921349467505,1.2083208178991802,0.9666566543193442
105,694.2863,26.11,12299103.193270458,7690512.025883397,11083552.210117573,17029255.536416836,26.11,11470.478255893386,12491.359150066062,28619.73705617813,13100.559481351584,C39H37F6N3O2,694.2863,26.11,1.2,0.366,1/1,12025605.741422066,32.13155466995536,16420.53348587229,49.69729338194287,0.0013654641470002581,0.0011378867891668819
106,328.1908,6.24,13549702.702844871,13613263.559091711,7534550.860502631,8564037.133981,6.24,13630116.224279689,12757826.002512813,11234913.996582229,9320265.02903723,C20H25NO3,328.1908,6.24,1.15,0.008,1/1,10815388.564105053,29.78763548637342,11735780.313102989,16.10637449029641,1.0851002017673783,0.9435653928411986
107,247.1803,4.84,1947253.748553292,2001370.15225908,1253728.4565319396,1235823.4666489963,4.84,2300827.791416269,2510892.6952041243,1357488.8484646347,2518147.4381539286,C15H22N2O,247.1803,4.84,1.26,0.181,1/1,1609543.9559983267,26.20867557873922,2171839.1933097388,25.424297495298564,1.349350656262535,1.0709132192559803
108,168.1742,3.73,275296.60229898355,241346.9640764175,238864.98734762933,296489.3378774654,3.73,265966.4497074032,249272.8403622016,261382.2743305508,248513.08899595015,C11H21N,168.1742,3.73,1.06,0.561,1/1,262999.4729001239,10.583064201703095,256283.66334902644,3.411197676650014,0.9744645512896223,0.9193061804619078
109,348.1453,3.12,545721.9112266427,541595.4103662459,544177.7936245579,474267.314856688,3.12,542906.5186416967,504594.5110710379,517427.6329126797,491043.0160812792,C19H17N5O2,348.1453,3.12,1.02,0.887,1/1,526440.6075185336,6.614958527372253,513992.91967667337,4.296135011988158,0.976355000613394,0.9572107849150921
110,292.1114,3.05,553815.4315789145,536009.7699803866,574031.0836714432,524680.1995421685,3.05,5351.197995673034,5318.896668614831,5018.924714245477,4156.249951303714,C14H17N3O2S,292.1114,3.05,1.59,0.008,2/1,547134.1211932282,3.942673513933026,4961.3173324592635,11.230324373569111,0.009067826590012842,0.005703035591203045
111,502.2384,23.1,5191866.432574347,5091774.807235212,2256019.4038943388,4185593.5764680607,23.1,2477507.083517323,592448.6718513553,5166550.13660774,91931.90477285368,C27H31N7OS,502.2384,23.1,1.4,0.008,1/1,4181313.5550429896,32.54949123551327,2082109.4491873179,110.39529933889409,0.497955826985549,0.35568273356110647
112,632.2532,31.01,199.0716696211464,145.32176728303833,110.49544504426746,108.35564173180175,31.01,171.60185633552484,164.79440973809525,278.9351019701052,310.0106747109646,C34H38N3O7P,632.2532,31.01,0.84,0.423,1/1,140.81113092006348,30.093819855195914,231.33551068867249,32.01087736705122,1.6428780109720051,1.9558071559190537
113,548.2423,22.26,2024698.2227195173,1870907.1582039576,1956224.312304324,2014635.896667728,22.26,2583752.9091722807,2819302.98603314,2517495.5509905904,2438159.0442675822,C27H37N3O7S,548.2423,22.26,1.34,0.015,1/1,1966616.397473882,3.5892673506142705,2589677.6226158985,6.342364993188652,1.316818890528086,0.9827006645731985
114,557.2059,4.84,10763.56464255763,8188.544160302692,2359.898969280244,7252.75414102468,4.84,2129350.2223810907,1951060.841975876,2162928.5682362025,2020150.5116302904,C30H29ClN6O3,557.2059,4.84,0.97,0.871,1/1,7141.190478291312,49.23878802136037,2065872.536055865,4.736303787341477,289.289655882442,298.2367586416928
115,484.1858,8.52,9704287.934282446,9767636.571818642,9481870.315862335,10158374.07763642,8.52,11245515.943321452,10853895.676043948,11080067.37690881,8091295.172708307,C23H26ClN7O3,484.1858,8.52,1.14,0.222,1/1,9778042.22489996,2.880057758424257,10317693.54224563,14.469513265614644,1.0551901193442832,0.9256053678458626
116,451.2005,7.96,2918696.169793788,2110921.0629698955,3127802.7039163,3431032.9548789877,7.96,2093893.64831538,1066989.6020749286,3285067.985903349,391454.3676481435,C21H30N4O5S,451.2005,7.96,1.15,0.023,1/1,2897113.222889743,19.493788749770268,1709351.4009854503,73.84697744480204,0.5900188461673056,0.5130598662324397
117,470.3052,27.84,41097878.70624574,19785026.485253792,34060009.04789798,46731720.880531214,27.84,33961267.8803873,48393780.30247388,15139177.288325291,47925456.25021309,C32H39NO2,470.3052,27.84,1.15,0.08,1/1,35418658.77998218,32.86510513423138,36354920.43034989,43.044340064468365,1.0264341362044138,0.8925514227864468
118,449.1626,25.69,2377304.4300901527,2701339.882683672,2948313.9194743424,2794775.9368834286,25.69,3249953.824620401,2746906.529647335,3049205.496801198,2696619.660299821,C26H25ClN2O3,449.1626,25.69,1.16,0.049,1/1,2705433.542282899,8.918611739044477,2935671.377842189,8.892344876682138,1.085102011178959,0.9354327682577235
119,349.1835,4.98,7798904.433944432,7586174.098186439,6143804.299674617,7533096.019440087,4.98,9843575.050030146,6980509.6720863255,8199298.8953594,2586932.847073486,C18H22F2N4O,349.1835,4.98,1.25,0.007,1/1,7265494.712811394,10.413091747766527,6902579.116137339,45.01330158243144,0.9500494307656547,0.7600395446125238
120,420.1363,13.88,5227362.280838361,5597919.306188276,4755039.874378042,5683593.647570819,13.88,5361099.13682352,5182730.9351968,5329316.282854269,4835622.117282461,C20H19F2N3O5,420.1363,13.88,1.04,0.303,1/1,5315978.777243875,7.95973232035785,5177192.1180392625,4.6472962971761635,0.9738925482925709,0.9364351425890104
121,367.1666,11.16,5095279.319897465,5391591.901722808,5214406.100830946,4933141.9333202,11.16,6208067.598229462,6354205.724518859,6163816.583716061,5983085.570499353,C22H18N6,367.1666,11.16,1.21,0.025,1/1,5158604.813942855,3.749572087741768,6177293.869240934,2.475336765780262,1.1974737534739492,0.9896477301437597
122,355.1022,3.5,19812.95844868463,16605.264097525887,17065.18247310195,16654.42973803842,3.5,20383.118308942903,23661.255795642304,22446.549559589435,26348.244652250265,C16H18O9,355.1022,3.5,1.29,0.027,1/1,17534.45868933772,8.74239290962651,23209.792079106228,10.73573402529007,1.3236674419393135,1.0260987922010183
123,311.2005,21.78,2458504.3811579733,2518879.2468666453,2620220.0253796885,2585956.603918027,21.78,3493043.699745056,3920950.366969536,3363030.9975635866,3636434.834377979,C21H26O2,311.2005,21.78,1.08,0.379,1/1,2545890.0643305834,2.8230014941758785,3603364.974664039,6.642789487119637,1.4153655042491036,1.3105236150454662
125,517.3534,30.84,32.767617155533046,294.7965702920513,610.1910478250288,598.4596610141102,30.84,55231.89786551108,53805.64747160512,48656.6608224676,58102.70798565382,C31H48O6,517.3534,30.84,1.08,0.518,1/1,384.05372407168085,71.85688902223451,53949.22853630941,7.331157772618559,140.4731295516358,130.0677125478109
126,289.1215,25.32,2336898.9785644384,2459318.734585913,2439097.063589808,2618173.903169629,25.32,2801576.818314529,2431296.528723137,2636671.5190756246,2739710.947072575,C15H17ClN4,289.1215,25.32,1.06,0.157,1/1,2463372.169977447,4.72045405917487,2652313.9532964663,6.118687751104267,1.0767004619203557,1.0157551527550526
127,269.105,3.69,1913246.720003348,1689169.1616536444,1671731.4048990526,1415447.307781978,3.69,1804800.2795830723,1816937.72011824,1660107.8535999474,1942692.9281025568,C13H17ClN2O2,269.105,3.69,1.11,0.096,1/1,1672398.6485845055,12.17190845659827,1806134.695350954,6.400440146718001,1.0799666077700079,0.9729428898828899
128,342.1695,3.46,2179456.3385182177,2287614.8664797773,2193763.0703032394,2126247.932961625,3.46,2530501.8566200878,2539462.926302935,2607793.31491468,2673887.767036152,C20H23NO4,342.1695,3.46,1.26,0.066,1/1,2196770.552065715,3.0576171234958096,2587911.4662184636,2.5854336977278227,1.1780526936620406,0.9349624552873338
129,231.1493,24.01,6338306.621180077,6708091.110332662,6870224.467687475,7258125.824721029,24.01,6735395.018038738,6476630.2661676295,6882640.113877218,5580155.192529868,C14H18N2O,231.1493,24.01,1.11,0.027,1/1,6793687.005980311,5.61314437679819,6418705.147653364,9.093433723710797,0.9448043664659764,0.851175104924303
130,325.1712,8.43,18901401.037369184,17705782.44040902,12053989.47404842,16739289.083587646,8.43,176704.7502403927,171581.00318225118,276176.7566290042,101077.97757513184,C20H21FN2O,325.1712,8.43,1.09,0.034,1/1,16350115.508853568,18.333212963386757,181385.12190669499,39.69546201798549,0.011093812872971764,0.010177809975203452
131,528.186,10.44,994036.3171906616,863897.0329569138,393371.8190076212,694020.9228606912,10.44,1305838.2197431512,1378959.416095873,1245392.4607623566,1027343.3711996753,C27H29NO10,528.186,10.44,1.27,0.001,1/1,736331.523003972,35.24886388091069,1239383.366950264,12.227196717738737,1.6831866193830987,1.3253437947898414
133,172.119,0.43,70.2418180014731,60.37224684477096,89.29743791883189,54.47441860467776,0.43,1506688.418961287,1576949.1728223746,1585404.8923172313,1956896.312886064,C6H13N5O,172.119,0.43,1.35,0.125,1/1,68.59648034243843,22.24133593367385,1656484.6992467393,12.276522450677241,24148.246250790882,17887.589815400654
134,432.1946,3.56,166517.33667009918,159504.00929175745,142897.392861177,160141.8521400531,3.56,96216.809123183,111742.22766102858,107007.95701236073,101595.21635853723,C22H29N3O4S,432.1946,3.56,1.08,0.494,1/1,157265.14774077167,6.414855322756374,104140.55253877738,6.44797463983138,0.6621972766047165,0.6131456264858486
135,387.2532,29.16,5838290.846722083,6338122.39152007,5899449.170106301,6158306.687344248,29.16,6188992.238192359,6435833.917051652,6635718.948279882,6127615.803070179,C24H34O4,387.2532,29.16,1.16,0.06,1/1,6058542.273923176,3.8348408216080445,6347040.226648519,3.687632626954942,1.0476183774382624,0.9031192908950538
136,255.1128,10.4,1109292.9928578006,1039822.7602967612,1046522.1893496796,975068.7298392706,10.4,1460045.7399164008,1499740.6252899836,1447926.4291360877,1389856.5204074942,C15H14N2O2,255.1128,10.4,1.11,0.042,1/1,1042676.668085878,5.26222824169514,1449392.3286874914,3.1352908618518915,1.3900688229154035,1.2523142548787418
137,282.1603,5.25,6688721.073783871,6726404.48405291,4669055.146692322,4926412.698088196,5.25,7317939.559517573,6022853.216707867,6997931.629868002,5536420.870592828,C17H19N3O,282.1603,5.25,1.0,0.991,1/1,5752648.3506543245,19.256197989257313,6468786.319171567,12.838658702841062,1.124488396450617,1.124488396450617
138,329.1532,3.35,23314123.001647867,24224750.91504356,26215534.932106275,22478945.718607824,3.35,142085.22501391856,137570.17007094194,102809.43976480226,154284.13819588162,C15H24N2O4S,329.1532,3.35,1.06,0.701,1/1,24058338.64185138,6.671910638387585,134187.2432613861,16.45290264588811,0.005577577290726002,0.005261865368609436
139,242.0803,0.55,732485.7456123056,770230.6728234015,691859.347089081,785511.3519516538,0.55,763299.0203930094,913607.8663441504,765701.7348971525,843728.4762285743,C9H12ClN5O,242.0803,0.55,0.64,0.041,1/2,745021.7793691105,5.6194353222178135,821584.2744657217,8.742889793499424,1.102765445543679,1.7230710086619985
140,375.1836,12.53,12187378.854198102,8979074.30905693,9220000.899890697,11275435.272422798,12.53,2883109.2992198016,597129.7015768779,8355571.029857968,172267.9790248485,C21H27ClN2O2,375.1836,12.53,1.13,0.135,1/1,10415472.333892131,15.050145571454635,3002019.5024198736,125.32701953993445,0.28822691916248955,0.2550680700553005
141,315.0722,12.17,523951.4165274163,490615.3084917492,452712.2709125383,482243.7611274554,12.17,582201.5588712789,549779.7979247714,578412.8557139856,544656.4535224775,C14H10N4O5,315.0722,12.17,1.16,0.155,1/1,487380.6892647898,6.012542444951836,563762.6665081284,3.4199303110641575,1.1567193344458522,0.9971718400395279
142,433.2145,5.97,1902870.2124565528,1753341.7285982857,1636083.1181927733,1538711.6216039534,5.97,115.5878891596715,149.99535062961627,185.54242842541987,151.1725572136984,C24H25FN6O,433.2145,5.97,1.17,0.039,1/1,1707751.6702128914,9.188002896319226,150.5745563571015,18.969251696479123,8.817122476497453e-05,7.53600211666449e-05
143,206.1399,3.71,4591289.333146228,4140822.1594315097,5096420.693796993,5014096.628035682,3.71,5607060.295697807,3493779.718566287,6534912.106741882,616354.3972295856,C10H15N5,206.1399,3.71,1.14,0.082,1/1,4710657.203602604,9.332877377049027,4063026.62955889,64.64758623294358,0.8625179999197521,0.7565947367717124
144,288.1593,0.51,39.89356569811099,21.790446841193795,28.06489707452991,24.15955853351891,0.51,38.64954010133665,51.07250470861512,78.14425594061126,66.53817810490678,C17H21NO3,288.1593,0.51,1.43,0.125,1/1,28.4771170368384,28.2283389095997,58.60111971386745,29.551306136939747,2.057831894923219,1.4390432831630902
145,415.2118,22.69,8793971.004372789,9352457.842614256,7738326.225240136,8722017.268886201,22.69,9188992.156660637,9359863.19550765,9257463.834331913,8219533.412342416,C24H30O6,415.2118,22.69,1.11,0.06,1/1,8651693.085278345,7.755063591679942,9006463.149710653,5.876865286581796,1.0410058541068663,0.9378431118079876
147,455.1755,27.86,2827185.8097648863,2788532.3685752065,3078310.374247118,2649352.4666285063,27.86,3749399.702762733,3505314.6162626534,3723281.840617656,3295116.396738565,C20H22N8O5,455.1755,27.86,1.15,0.148,1/1,2835845.2548039295,6.304146077426008,3568278.139095402,5.954025776992277,1.2582767459016775,1.0941536920884154
148,406.2084,3.76,1047521.4741810628,1053613.9145724182,1038790.5146933804,1117516.643897036,3.76,912366.8158963432,1011791.5188183908,697016.9982020739,1197660.340835289,C19H27N5O5,406.2084,3.76,1.17,0.092,1/1,1064360.6368359744,3.3781521040541764,954708.9184380242,21.844562771451322,0.8969787921470753,0.7666485402966456
