Compound Name,mz_x,rt_x,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_3-20170326-960MIX_SampleA_4.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_4-20170326-960MIX_SampleA_5.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_2.mzML,rt_x,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_2.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_3.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_4.mzML,Compound formula,mz_y,rt_y,Fold change,Compound concentration ratio,p-value,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
82,469.2698,5.36,14227618.524587538,12665775.851388233,13967078.971508168,12464685.83802939,5.36,15685374.060427312,15289953.06090931,10276397.332229557,13124080.312394474,C27H36N2O5,469.2698,5.36,1.19,1/1,0.04,13331289.796378333,6.711390427537949,13593951.191490162,18.25636305008879,1.0197026243614618,0.8568929616482872
83,312.1959,13.1,5439304.054311153,5492232.257896267,4995687.478893875,5104311.072974488,13.1,6225373.538858256,5047510.961646048,6143603.346260079,3348579.036388985,C20H25NO2,312.1959,13.1,1.02,1/1,0.895,5257883.716018946,4.660820800103912,5191266.720788342,25.82620095042853,0.9873300744503639,0.967970661225847
84,239.0743,15.17,1520884.1314820084,1437636.572239607,1820349.936890884,1322617.9048075234,15.17,2260888.7633629777,2149303.2019079765,2164909.3647070564,1935452.529367098,C10H8F2N4O,239.0743,15.17,1.36,1/1,0.006,1525372.1363550057,13.950043632096715,2127638.464836277,6.452917930441688,1.3948323914716532,1.0256120525526862
85,307.2267,17.53,1714148.6760770576,1723214.3055688366,1881372.3056413296,1807107.6642214367,17.53,1847814.5718562184,1860059.7998283,1915617.3934084943,2153442.4874767303,C19H30O3,307.2267,17.53,1.19,1/1,0.015,1781460.7378771652,4.415651247957024,1944233.5631424356,7.332394807041028,1.091370425294489,0.9171180044491504
86,325.1546,4.29,1827583.536522525,1778285.1805753598,1482019.0762786863,1584280.361491129,4.29,2177490.050171324,2209660.0000539366,1858188.688822472,2065781.1832536515,C19H20N2O3,325.1546,4.29,1.22,1/1,0.008,1668042.038716925,9.742504918783446,2077779.980575346,7.64511728117199,1.2456400572335669,1.0210164403553827
87,329.2172,3.37,5983835.562022256,5691865.8052823,3473057.2369130254,3427300.3598911115,3.37,4570229.03348518,5415348.790859855,3084063.836275994,5525411.391984502,C15H28N4O4,329.2172,3.37,1.16,1/1,0.046,4644014.741027174,29.797337385475693,4648763.263151383,24.24373933480216,1.0010225036717173,0.8629504341997564
88,471.264,12.3,1408621.3041319293,1248127.4743063035,57944.35718576695,197351.49029183813,12.3,6714856.948572257,5422097.585201641,6375286.560163344,2192919.162735312,C30H34N2O3,471.264,12.3,0.99,1/1,0.662,728011.1564789595,95.9670960368953,5176290.064168138,39.85136041229528,7.110179587361502,7.181999583193437
89,612.307,25.49,31273249.268847425,29930587.083396297,34654184.95052142,31543921.558285147,25.49,11036122.720372546,9061315.351404663,3693852.728796551,3324237.9445618237,C36H41N3O6,612.307,25.49,1.06,1/1,0.74,31850485.71526257,6.2725127879772895,6778882.186283896,56.996783493964884,0.21283449950766353,0.200787263686475
90,337.2176,13.04,4387697.807138237,4603989.392993062,4656608.272396967,4417237.566313259,13.04,4814829.939095535,5039303.683595253,4564654.627302125,4924535.85620614,C20H29FO3,337.2176,13.04,1.3,1/1,0.0,4516383.259710381,2.963109633851347,4835831.026549764,4.191380201756788,1.0707308809881357,0.8236391392216429
91,368.1737,3.71,5448823.983777305,5505801.137320328,3999597.7228257526,3839838.440445154,3.71,6742012.714796176,7361732.277060023,4733154.175203474,6869970.501191992,C18H26ClN3O3,368.1737,3.71,1.18,1/1,0.045,4698515.321092134,19.19626872495287,6426717.417062917,18.052988979439036,1.367818763559778,1.1591684436947272
92,422.176,6.05,761372.3019982604,684808.2116022396,607631.7382819527,611446.6012894799,6.05,909539.2005641396,1186860.1491888168,920339.6392226192,1387224.3761187205,C25H24FNO4,422.176,6.05,0.97,1/1,0.553,666314.7132929831,10.902597985213076,1100990.8412735742,20.883148587776194,1.6523585916816772,1.7034624656512136
93,441.2419,8.4,17932948.906632427,18527524.368926253,12196393.304812454,14768880.93819133,8.4,21706984.79489441,19650878.35145563,20460323.162059218,14991354.883497184,C22H36N2O5S,441.2419,8.4,1.17,1/1,0.057,15856436.879640616,18.575123250932464,19202385.29797661,15.268781728132744,1.2110151507386966,1.0350556843920484
94,258.1127,16.84,288903.1241391728,326077.1547911676,308593.3330332784,372012.5936572217,16.84,673774.6906665332,650402.6849557082,436984.5441524718,351680.4557067004,C15H15NO3,258.1127,16.84,1.64,1/1,0.059,323896.5514052101,10.957226392187895,528210.5938703533,30.05434194775281,1.6308003020678554,0.9943904280901558
95,316.1766,3.28,1032731.2435984112,1240253.585237607,932819.6662004404,897681.3253114643,3.28,943137.0570396828,1084818.1116017385,839423.0298895143,1297592.985454929,C16H21N5O2,316.1766,3.28,1.17,1/1,0.083,1025871.4550869807,15.006362111298477,1041242.7959964662,19.044671556873467,1.0149836910202188,0.8675074282224092
96,222.1854,4.09,12633411.579384612,12195934.496725127,13009249.958739808,12435682.433135822,4.09,9988345.868233852,10848553.150208753,8484388.60066659,10237594.096014185,C14H23NO,222.1854,4.09,1.04,1/1,0.37,12568569.616996342,2.7366452090678677,9889720.428780844,10.153655209183023,0.7868612523263651,0.7565973580061203
97,836.3853,30.08,882270.3781492704,739547.2696093854,169702.6135255982,200773.23076716944,30.08,826764.4813910956,255719.3990819939,793183.2090820707,272862.2886895152,C45H57NO14,836.3853,30.08,1.15,1/1,0.801,498073.3730128559,73.5072556504879,537132.3445611688,58.724079146063055,1.0784201157191848,0.9377566223645086
98,308.1756,3.71,1347889.9068904703,1264719.6845287425,993059.7203513554,1295730.4561369526,3.71,1657323.0029308638,1983887.362619872,1375008.4026829829,1869146.3867884453,C19H21N3O,308.1756,3.71,1.37,1/1,0.043,1225349.9419768802,12.944639431476949,1721341.288755541,15.545738457241539,1.4047752644264777,1.0253834046908596
99,542.3112,32.2,2716781.786804407,2769348.5938349967,2483787.1611549417,2851099.354635033,32.2,2917267.2110441537,3147171.601551152,2999974.602450352,2889483.0773613025,C31H43NO7,542.3112,32.2,1.05,1/1,0.486,2705254.2241073446,5.827504170303264,2988474.12310174,3.87285821107965,1.1046925262958789,1.0520881202817893
100,556.3274,32.61,12902204.387666907,11499997.440993894,9945183.875375092,13934994.490088703,32.61,13000654.55830703,12479455.109706856,13619186.347530674,11182133.051056884,C32H45NO7,556.3274,32.61,1.12,1/1,0.489,12070595.048531149,14.357719584429784,12570357.266650362,8.242558255861123,1.0414032793006363,0.9298243565184251
101,438.1702,6.2,3388741.545803048,3422328.955486344,1373970.1118298932,1503018.9745635209,6.2,3991536.862231516,4242750.706865893,2833209.155212673,3972362.205275684,C21H23N7O2S,438.1702,6.2,1.43,1/1,0.015,2422014.8969207015,46.943374397864964,3759964.7323964415,16.755451928797992,1.5524118935753786,1.0856027227799852
102,256.0969,15.53,1236590.62059534,1257524.941897215,1204517.0917992287,1040081.4647280656,15.53,1381015.290618999,1448347.1325151853,1390381.7202796163,1514813.846755642,C15H13NO3,256.0969,15.53,1.17,1/1,0.048,1184678.5297549623,8.34252375211251,1433639.4975423608,4.308526704420557,1.2101506539828095,1.0343167982759056
103,278.1214,24.24,1986217.752747325,2961249.572867736,46670.66884155862,138544.88794079973,24.24,1501248.9543036807,59540.22063913768,2535976.3773227483,531.5727596550983,C12H15N5O3,278.1214,24.24,1.37,1/1,0.003,1283170.720599355,111.57544685437473,1024324.2812563055,119.45326973440177,0.7982759151314291,0.5826831497309701
104,335.1502,4.46,5424277.252155592,5259449.234035751,4617614.893196626,3989400.3125198367,4.46,5962903.476999276,6435829.601659378,5370952.840933467,5539718.85945573,C19H18N4O2,335.1502,4.46,1.25,1/1,0.004,4822685.422976951,13.592289713487721,5827351.194761964,8.167921349467505,1.2083208178991802,0.9666566543193442
105,694.2863,25.95,3727949.229789215,6591783.827752799,4683.374114084398,25351.14580655901,25.95,6364190.071202617,4449594.779259926,5151801.08405707,1665121.8770008604,C39H37F6N3O2,694.2863,25.95,1.2,1/1,0.366,2587441.8943656646,123.37289822544342,4407676.952880118,45.19546493990807,1.7034882841149563,1.419573570095797
106,328.1908,6.34,12908349.331311584,10914073.31047476,11178083.66793455,12195882.23784728,6.34,13631165.675141929,12827646.0968581,11111077.15141766,9490621.605409307,C20H25NO3,328.1908,6.34,1.15,1/1,0.008,11799097.136892043,7.824188291991771,11765127.63220675,15.682036227116864,0.9971210081338273,0.8670617462033282
107,247.1803,4.88,1846685.8535906305,2064036.5904719576,1059049.2336700049,1027876.1007535632,4.88,2402989.383448755,2467454.596137661,1496439.4086740387,2471445.7850487176,C15H22N2O,247.1803,4.88,1.26,1/1,0.181,1499411.944621539,35.61807338752138,2209582.2933272934,21.56346713407049,1.4736325805947916,1.1695496671387235
108,168.1742,3.63,391122.67693128064,387803.12312149897,314319.3013789568,376221.19263927167,3.63,267632.6173604377,249253.9706472403,259669.78515150945,243256.66291958297,C11H21N,168.1742,3.63,1.06,1/1,0.561,367366.57351775205,9.78235044186561,254953.2590196926,4.2504762000767276,0.6940023328153252,0.6547191819012501
109,348.1453,3.23,465603.9540024777,365394.74283406,364190.1835184168,337073.8577447084,3.23,373605.8501998503,329520.3591161156,224546.7516891048,331958.27878053533,C19H17N5O2,348.1453,3.23,1.02,1/1,0.887,383065.6845249157,14.764522535179783,314907.8099464015,20.179691796785317,0.8220726174858375,0.8059535465547426
110,292.1114,3.22,345783.3120384399,330026.13440595893,295118.6850983735,289872.4242164132,3.22,239543.6033896689,212488.7075724288,268182.9337132997,155327.94171858658,C14H17N3O2S,292.1114,3.22,1.59,2/1,0.008,315200.13893979636,8.591209272689524,218885.796598496,21.969620239351915,0.6944343277726266,0.4367511495425324
111,502.2384,23.18,4918807.363489511,5475229.931582828,904972.8069001331,2355604.608514588,23.18,5256008.123448802,2911839.2357252324,6439290.682446304,812237.5279568743,C27H31N7OS,502.2384,23.18,1.4,1/1,0.008,3413653.677621765,63.12081299567103,3854843.8923943033,64.92146525462948,1.129242816183951,0.806602011559965
112,632.2532,31.15,14686188.310215106,15939422.96705197,11985862.797327347,12753614.644447358,31.15,6335079.151443341,14482949.773788389,10279844.348722303,7380084.685822424,C34H38N3O7P,632.2532,31.15,0.84,1/1,0.423,13841272.179760445,13.01906849939046,9619489.489944115,37.90775577093124,0.6949859351808948,0.8273642085486843
113,548.2423,22.09,2020111.2924512275,1868531.440983602,1954931.546207338,2012641.51127266,22.09,2582817.4730663616,2814822.777970031,2519756.370375054,2433301.790642738,C27H37N3O7S,548.2423,22.09,1.34,1/1,0.015,1964053.947728707,3.5653834315541615,2587674.603013546,6.313172218818465,1.3175170702444368,0.9832216942122661
114,557.2059,4.72,10498.268393373755,8370.68131658118,2476.011871950669,7008.3618008039,4.72,1987340.335866196,703265.8668287877,2157710.1399846803,3702.934094370001,C30H29ClN6O3,557.2059,4.72,0.97,1/1,0.871,7088.330845677376,47.87754256694519,1213004.8191935087,85.33370922860793,171.1270037477478,176.41959149252352
115,484.1858,8.47,7707463.526048771,6837210.401926504,6655218.282461179,8567977.486059053,8.47,10264244.06519238,10135593.166468142,8000744.360794637,7079407.276786393,C23H26ClN7O3,484.1858,8.47,1.14,1/1,0.222,7441967.424123878,11.824555462692574,8869997.217310388,17.834572301458447,1.1918887455160594,1.0455164434351398
116,451.2005,7.81,3852774.706033921,3812566.466867788,3026585.577865248,3352196.62325876,7.81,3787586.9051007456,3735831.114834628,2424891.1917620394,3046570.4769631857,C21H30N4O5S,451.2005,7.81,1.15,1/1,0.023,3511030.8435064293,11.244885549980731,3248719.92216515,19.8471172513538,0.9252894853298091,0.8045995524607037
117,470.3052,27.72,53198919.85339603,44878577.28411318,36756030.358771786,45835931.85439944,27.72,33194725.40109217,48149083.104244016,14366741.464543972,48479076.12481627,C32H39NO2,470.3052,27.72,1.15,1/1,0.08,45167364.83767011,14.895099269264723,36047406.52367411,44.70806998462686,0.7980852248792285,0.6939871520688944
118,449.1626,25.82,2422069.480996384,2735383.4104432343,2902952.3891359977,2727244.956263348,25.82,3257392.771658311,2898860.101657807,3038452.2697882587,2974983.013992767,C26H25ClN2O3,449.1626,25.82,1.16,1/1,0.049,2696912.559209741,7.427965197638104,3042422.0392742865,5.070223785121292,1.1281129708431437,0.9725111817613308
119,349.1835,4.82,5440092.519153749,4684355.135980091,5408297.30610658,5426238.098397337,4.82,9826048.68220339,7812656.61720671,7875402.877419327,3699490.719391818,C18H22F2N4O,349.1835,4.82,1.25,1/1,0.007,5239745.764909439,7.070746293343752,7303399.724055312,35.29880293097807,1.3938462001279064,1.1150769601023252
120,420.1363,13.86,5195647.654978218,5575292.624903828,4721072.543954681,5661972.706293427,13.86,5378193.148543262,5166141.299558992,5280818.326139124,4771208.491803157,C20H19F2N3O5,420.1363,13.86,1.04,1/1,0.303,5288496.382532538,8.11344758198707,5149090.316511134,5.173959111413782,0.9736397539229013,0.9361920710797127
121,367.1666,11.04,5089027.32510374,5374641.279923631,5175724.295248533,4904790.1268804455,11.04,6190128.915091661,6321019.347651776,6149395.122476229,5911122.788461703,C22H18N6,367.1666,11.04,1.21,1/1,0.025,5136045.756789087,3.7986434901516133,6142916.543420342,2.783645361386455,1.1960400732996432,0.9884628704955729
122,355.1022,3.34,41612.00297583908,34410.832305795666,32442.6937557214,29006.91184433547,3.34,54299.17382746818,54909.584825589714,32654.948880480384,48519.812484918,C16H18O9,355.1022,3.34,1.29,1/1,0.027,34368.1102204229,15.481132778760164,47595.88000461407,21.784182560925196,1.384884990747344,1.0735542563932898
123,311.2005,21.85,2465431.3043004447,2514575.4870883147,2613101.2098131445,2580921.132596485,21.85,2645724.4418355166,2918547.6496755835,2506473.3652884145,2648416.6136299856,C21H26O2,311.2005,21.85,1.08,1/1,0.379,2543507.283449597,2.6055443969714953,2679790.517607375,6.434180726963549,1.0535808311006467,0.9755378065746728
124,295.1806,5.19,8658165.166197881,8374958.985343208,6847572.291617755,7560407.915810585,5.19,8098608.379924466,9283766.92561181,5870765.504921972,9430731.344876628,C19H22N2O,295.1806,5.19,1.03,1/1,0.715,7860276.089742357,10.43172609343593,8170968.03883372,20.136490729032428,1.039526849380878,1.0092493683309496
125,517.3534,30.95,48963.38158156235,48425.06920953869,40568.252928080925,35833.0827017394,30.95,44150.227940066194,37064.25369836037,37720.04619465445,45265.9141789523,C31H48O6,517.3534,30.95,1.08,1/1,0.518,43447.44660523034,14.64571673497645,41050.11050300833,10.36967658572908,0.9448221635668363,0.8748353366359595
126,289.1215,25.35,2337587.315550641,2450990.7124825334,2440949.173285006,2591043.974001365,25.35,2752343.0912720403,2384331.274726067,2601606.075874665,2668791.569782088,C15H17ClN4,289.1215,25.35,1.06,1/1,0.157,2455142.7938298862,4.239863382187651,2601768.0029137153,6.054593518060491,1.0597216624028218,0.9997374173611526
127,269.105,3.56,1914516.3819783367,1522822.379633838,1746295.7688623888,1534381.2641844554,3.56,1893514.587005192,1767184.4332994437,1755081.6707968102,1790827.9952007716,C13H17ClN2O2,269.105,3.56,1.11,1/1,0.096,1679503.9486647549,11.155165859764887,1801652.1715755544,3.497627658817222,1.07272875006213,0.9664222973532702
128,342.1695,3.32,1188181.8339630878,1216149.227623734,976185.9945712755,973548.6252490624,3.32,1259033.629000679,1490051.7884327618,1136174.1647724323,1557774.52304223,C20H23NO4,342.1695,3.32,1.26,1/1,0.066,1088516.4203517898,12.101870271123621,1360758.5263120257,14.470449912649395,1.2501038118214625,0.9921458823979861
129,231.1493,24.21,6731369.11183325,6955293.418364179,7236496.843221782,7899283.083352169,24.21,6718368.848125108,6907361.410804451,6819842.966390974,6267480.46037852,C14H18N2O,231.1493,24.21,1.11,1/1,0.027,7205610.614192845,7.029575309205158,6678263.421424763,4.260624517035685,0.9268143643885822,0.8349678958455695
130,325.1712,8.43,18901401.037369184,17705782.44040902,12053989.47404842,16739289.083587646,8.43,176704.7502403927,171581.00318225118,276176.7566290042,101077.97757513184,C20H21FN2O,325.1712,8.43,1.09,1/1,0.034,16350115.508853568,18.333212963386757,181385.12190669499,39.69546201798549,0.011093812872971764,0.010177809975203452
131,528.186,10.47,1062946.907737194,984105.9738949687,697153.9642186674,897752.6919410318,10.47,1288810.6431738092,1309083.6228348485,1242463.7260657838,799688.9397419429,C27H29NO10,528.186,10.47,1.27,1/1,0.001,910489.8844479654,17.28886723444197,1160011.732954096,20.8470358281821,1.2740523016984608,1.0031907887389455
132,475.1137,4.26,1035776.7359827156,729804.694077627,1192229.266901269,1093654.6325056732,4.26,460606.26954130974,629270.3309936365,152796.45235545613,722886.0811068194,C22H24BrFN4O2,475.1137,4.26,0.68,1/1,0.044,1012866.3323668211,19.692109564128042,491389.7834993054,50.97026437128049,0.4851477117923819,0.7134525173417381
133,172.119,0.58,345078.13769589184,348356.5179622486,319907.50893265766,356123.5910919497,0.58,1172936.7489371905,1158563.9966047662,1207698.9603021264,1575534.6775887583,C6H13N5O,172.119,0.58,1.35,1/1,0.125,342366.43892068695,4.577745236135266,1278683.5958582102,15.560751448805258,3.7348391971166066,2.7665475534197084
134,432.1946,3.62,91193.07691274618,91703.47558128196,61726.11430423512,68803.95446796372,3.62,96864.63253289249,109471.76174558488,90446.59184435202,103019.70531611012,C22H29N3O4S,432.1946,3.62,1.08,1/1,0.494,78356.65531655675,19.643503981133218,99950.67285973487,8.167387823530097,1.2755862594688279,1.1810983883970627
135,387.2532,28.98,5868915.815940352,6345296.769368568,5962139.522215058,6192882.059888435,28.98,6448419.951986071,6529209.552666879,6699270.123978917,6359872.220627476,C24H34O4,387.2532,28.98,1.16,1/1,0.06,6092308.541853103,3.5580760365555393,6509192.962314836,2.217797190863174,1.0684279887661319,0.9210586110052862
136,255.1128,10.47,1121483.7972540502,1055991.0177986822,1052301.3392278154,970870.3530894486,10.47,1464798.3912602242,1451512.58924001,1477031.2289954436,1290872.5464801083,C15H14N2O2,255.1128,10.47,1.11,1/1,0.042,1050161.6268424992,5.873188911917442,1421053.6889939464,6.151127747067808,1.3531761708591479,1.2190776314046377
137,282.1603,5.24,6670570.0621012775,6972083.416554829,4082326.32889428,4256242.709416471,5.24,8553858.781759154,8118536.439223591,8911076.407278452,8646733.332814522,C17H19N3O,282.1603,5.24,1.0,1/1,0.991,5495305.629241714,27.982740989585185,8557551.24026893,3.8502254045799202,1.5572475522985187,1.5572475522985187
138,329.1532,3.27,10035774.276564632,10862934.772152554,10752293.197902976,9058353.32242918,3.27,8071631.071491325,9213956.844874406,6125524.535850497,9190694.62622666,C15H24N2O4S,329.1532,3.27,1.06,1/1,0.701,10177338.892262336,8.1673675158289,8150451.769610723,17.807609414917717,0.8008431138917245,0.7555123715959664
139,242.0803,0.6,714340.8528575837,771060.0996325697,678314.2656279248,783467.8193631239,0.6,745486.594066967,893592.6713813287,752085.3158927204,822403.3051880384,C9H12ClN5O,242.0803,0.6,0.64,1/2,0.041,736795.7593703005,6.684324492796937,803391.9716322636,8.648507994041262,1.0903862588987745,1.7037285295293352
