Compound Name,mz_x,rt,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA1.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA2.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB2.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB1.mzML,mz_y,RT,formula,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
78,404.0377,5.13,22831746.00319324,21740358.85063056,25933354.56948023,24474223.151700847,25494787.86853526,141642605.13658747,145916706.90553805,138252029.88992968,131833514.53988568,139561815.2133858,404.0377,5.13,C17H13N3O5S2,4.15,0.0,4/1,24094894.08870803,7.372668623795771,139441334.33706534,3.6932037337127404,5.7871735739404615,1.3944996563711953
79,354.2431,20.16,5832238802.911159,5274473417.893345,4079675079.010435,5228508373.848282,5210848473.705065,1330359319.8310435,796846089.1911469,1699956525.9702723,1900148386.845392,1674812556.1807528,354.2431,20.16,C23H31NO2,0.31,0.0,1/4,5125148829.473658,12.468056763286336,1480424575.6037214,29.287187780137653,0.2888549435072226,0.9317901403458793
80,324.1962,10.52,1624547819.876483,1456100519.3484309,1259113899.0543108,1512432042.366471,1453830459.0622556,2603905584.5256605,2011340536.7130904,2998259201.1210485,3570941260.49009,2525803783.0874195,324.1962,10.52,C21H25NO2,1.69,0.005,2/1,1461204947.9415903,9.067945171027372,2742050073.1874614,21.20611405123647,1.8765677443470243,1.1103951149982394
81,607.3258,31.28,3459028.580903672,2090420.9713220836,2207545.059387073,2771153.4820267614,2758334.04778009,376696.3846542473,337941.73970500834,410114.718782525,440478.4759915834,607776.0453442271,607.3258,31.28,C32H47F5O3S,0.22,0.0,1/4,2657296.428283936,20.522256091014047,434601.47289551824,23.94536221439216,0.16355024161763576,0.7434101891710716
82,470.233,16.46,391839436.1998872,415408286.8997522,344164289.1829165,442491870.1741779,430010197.3252958,187376652.59306085,114298664.33169788,217910271.22514844,200559575.16456345,115989388.48759556,470.233,16.46,C25H32ClN5O2,0.41,0.0,1/2,404782815.95640594,9.57875586632759,167226910.36041325,29.161687246487933,0.41312749397549314,1.0076280340865686
83,427.2148,4.63,36176021.98523887,38195701.492626056,47794812.02107498,39309986.06303112,40615804.67206024,158103809.7733043,159715082.7097047,130026947.14676552,125026369.626032,126218417.70759724,427.2148,4.63,C23H27FN4O3,3.68,0.0,4/1,40418465.24680625,10.968541251188277,139818125.39268073,12.541116665705243,3.459263594966134,0.9400172812407973
84,349.2128,3.68,125640601.84521209,124562362.26707184,141879284.65141633,122764135.78621706,140406688.34447885,151919347.749519,159415248.3265538,150288590.03842413,143167965.6771254,135547078.11291653,349.2128,3.68,C19H28N2O4,1.15,0.136,1/1,131050614.57887924,7.084871065859631,148067645.98090777,6.127887985282489,1.1298508324948449,0.982478984778126
85,296.147,11.64,662167328.2797456,625010986.1456243,443651724.0680076,734080444.253423,593559726.0768372,1123484098.8799603,693803676.4428277,1308590792.4932735,1456864017.1441774,1093171287.5141084,296.147,11.64,C19H21NS,1.69,0.003,2/1,611694041.7647275,17.582773309990877,1135182774.4948697,25.31258334464032,1.8558015886829398,1.0981074489248164
86,318.2795,21.55,1460527912.3017027,1330883505.856327,1024629735.7753736,1327537696.7495196,1321740291.5622833,2446322322.143624,1456306737.9810016,3024568149.950409,3024297146.501788,3745049016.3854713,318.2795,21.55,C21H35NO,1.73,0.003,2/1,1293063828.4490411,12.442530909973204,2739308674.5924587,31.11571792507084,2.118463616663153,1.224545443157892
87,914.5281,31.81,97791476.82900922,65155275.54840143,69287610.25495122,78418739.02959639,104712938.113816,24821698.124838848,25107643.2897912,25373879.356519967,23979672.771350577,29934018.357972555,914.5281,31.81,C50H75NO14,0.21,0.0,1/4,83073207.95515485,21.002589093797486,25843382.38009463,9.077230477522544,0.31109166259771237,1.481388869512916
88,294.0696,27.12,70981208.35680376,69849892.339964,71360972.1122387,70671059.23765104,90282299.59066564,320222645.609026,330726496.7215075,327453232.6542547,329883065.4944827,336291605.1918757,294.0696,27.12,C15H13ClFNO2,4.29,0.0,4/1,74629086.32746463,11.748885915076377,328915409.1342293,1.774910039735196,4.407335334255372,1.027350893765821
89,266.1656,6.45,225152368.0589364,227221884.63526484,255020529.4744137,235836607.519532,234266042.507125,4115513622.40225,3667195112.647072,4302831599.18667,4279398033.672967,4259401089.52622,266.1656,6.45,C17H19N3,16.85,0.0,16/1,235499486.43905434,5.0165953608994265,4124867891.4870353,6.450715528946445,17.515400792835795,1.0394896612958928
90,345.1816,3.97,222513676.88121477,202205344.1899112,191619262.93209308,210750542.2557169,234026144.45291144,219667703.27673924,248484868.81541127,189637218.62447304,198368930.80260187,142386281.60644716,345.1816,3.97,C19H24N2O4,1.05,0.377,1/1,212222994.1423695,7.843471555422401,199709000.62513453,19.66047706220384,0.9410337528795772,0.8962226217900735
91,383.2796,31.23,2874629.879496362,2196048.202293685,2980238.5021778075,2017976.064456597,2717709.537359272,2346493.040651023,2503526.3235874474,2399506.093449075,2265972.0830779984,3402323.352896137,383.2796,31.23,C22H38O5,0.83,0.048,1/1,2557320.4371567443,16.666958107142893,2583564.1787323365,18.027683490055825,1.0102622030443593,1.2171833771618787
92,333.1409,0.6,51439823.04233882,57218435.79033808,44000636.4636312,56455999.76497081,61176469.79704529,50725694.581020616,54523137.5291954,55087719.56610626,56035179.41919441,46458196.66697995,333.1409,0.6,C12H20N4O7,0.95,0.314,1/1,54058272.97166483,12.215239062572776,52565985.55249933,7.54480435305767,0.9723948373277168,1.023573512976544
93,359.1641,3.65,162119961.1069669,162199878.31784576,176455583.61368456,167490756.41523945,190184269.06870288,103626500.12339012,113739254.15442397,97571631.07441434,98294772.3293012,95467479.91408324,359.1641,3.65,C16H26N2O5S,1.07,0.394,1/1,171690089.7044879,6.9163356619194705,101739927.51912257,7.224977406989266,0.5925789175964484,0.5538120725200453
94,416.2781,18.8,427308979.0349792,482019358.6168373,524499365.5294365,496273050.7277786,539522939.5276568,520891035.6423058,334284585.91838133,517846858.3360075,569765657.4247714,427653752.7408184,416.2781,18.8,C25H37NO4,1.09,0.262,1/1,493924738.6873377,8.824397072438108,474088378.0124569,19.719723285995585,0.9598393052196611,0.8805865185501477
95,346.1026,5.27,57011688.3140626,52709183.27097474,50730572.64199883,54965856.22426696,57114243.2752971,58532327.55574217,55856122.90564529,58865056.690333374,47028329.66949622,38736562.96768865,346.1026,5.27,C17H16FN3O2S,1.07,0.018,1/1,54506308.745320044,5.088903466058946,51803679.95778114,16.85932336269839,0.950416220621967,0.8882394585252027
96,411.1968,32.46,58964493.471171446,52520935.83479263,60669277.61507948,58129657.815632924,84531140.2660769,51293202.45186867,52999176.73898642,50526233.66252752,57887565.45039965,78127468.92589217,411.1968,32.46,C22H28F2O5,0.96,0.661,1/1,62963101.00055067,19.754689301864314,58166729.44593488,19.805016889235436,0.9238225011412026,0.9623151053554194
97,325.2167,25.51,202747914.32012093,246239938.43685964,197684809.2344071,202761702.999032,200539229.74791735,195167237.18381336,196520865.9096744,193794103.00988653,198735270.07899103,196225013.22303072,325.2167,25.51,C22H28O2,0.91,0.118,1/1,209994718.94766742,9.699487603519005,196088497.8810792,0.9307528902018222,0.9337782343466753,1.0261299278534892
98,1019.4501,4.45,6373567.954281049,5868126.375125214,4509964.438016223,6125651.300950041,5296447.32179714,9890767.316281188,7118128.978454097,8270146.198579324,7421732.851107419,4255486.758026278,1019.4501,4.45,C49H66N10O10S2,1.07,0.027,1/1,5634751.478033933,13.223881338941828,7391252.420489661,27.83314260997627,1.3117264264986899,1.2259125481296167
99,435.0574,29.43,387637879.8969304,333315450.86620605,338873811.0208488,344357363.6330324,400538040.537254,242774096.28238875,249323565.85423425,244498071.6762067,243340389.9815188,288606943.19989336,435.0574,29.43,C20H15BrN6O,0.95,0.46,1/1,360944509.19085425,8.545793944071471,253708613.39884835,7.756455161031102,0.7029019889167964,0.7398968304387331
100,364.0951,26.39,840176162.3672254,832577213.3585588,842201328.9016966,887130734.328088,885490099.4097811,902975777.7801324,767863629.2566943,961961134.8249712,993454648.0470704,941875439.7643206,364.0951,26.39,C18H18ClNO5,0.96,0.126,1/1,857515107.6730701,3.0945764293387414,913626125.9346378,9.614990995690114,1.0654344369673312,1.1098275385076366
101,214.0711,0.58,24437935.85571509,29995731.08004099,23638069.004434288,30366265.70828634,34771517.86452584,20127967.51790081,20200927.947561197,15489767.97110494,16554240.77048456,18939919.28916932,214.0711,0.58,C9H11NO5,0.92,0.243,1/1,28641903.902600516,16.103036068963274,18262564.699244164,11.712892902956632,0.6376169950624697,0.6930619511548584
102,201.139,5.14,43033899.86273731,41417016.062204674,44288951.21943659,43478540.082051046,50608238.27828872,47785307.16657556,46055620.63855443,44411053.00790212,39449605.61883834,31475191.804400142,201.139,5.14,C13H16N2,0.91,0.14,1/1,44565329.10094367,7.935863713464841,41835355.647254124,15.714057318053781,0.9387422126401006,1.0315848490550557
103,469.271,5.39,760100030.0756797,796392200.5445923,874993706.3455392,797761781.9961994,897355026.6844429,776524176.0044866,767483609.4963657,739419236.4488604,732988456.0172656,685162304.864858,469.271,5.39,C27H36N2O5,0.8,0.037,1/1,825320549.1292907,7.040731559684124,740315556.5663673,4.844718321533924,0.8970036640277486,1.1212545800346856
104,312.1961,12.8,344819962.4958344,355175462.8197959,358508326.2702804,400198946.2076848,356100138.4000036,357667474.9371772,361743286.0912154,349552645.6673996,398795905.3864963,397117713.762487,312.1961,12.8,C20H25NO2,1.11,0.114,1/1,362960567.2387198,5.9143296958214515,372975405.1689551,6.228489768603284,1.0275920825406042,0.9257586329194631
105,239.0742,4.82,124672530.91411813,121850330.62199576,124726346.29227012,122912110.88569598,136113596.49803346,127294780.14536414,135853739.9753628,126284771.7597546,124484656.06586248,120636561.50256176,239.0742,4.82,C10H8F2N4O,1.0,0.952,1/1,126054983.0424227,4.5642410994061455,126910901.88978116,4.4183056387142985,1.0067900437309203,1.0067900437309203
106,307.2271,17.26,92327490.62071858,93151355.66206571,97487820.32583512,87351859.8445941,93321004.2931296,87450076.0562787,91824741.05425592,88046620.99255401,109362947.86446407,87745889.30629936,307.2271,17.26,C19H30O3,1.06,0.345,1/1,92727906.14926863,3.897651148132035,92886055.0547704,10.099370857659009,1.001705515761859,0.9450052035489236
107,325.1552,4.3,119771727.78564706,111170454.63370222,115345555.48379327,124553926.5318466,132153503.32206908,162426764.56899226,159237851.3412667,156487230.6440658,149164711.92636347,135168550.3653074,325.1552,4.3,C19H20N2O3,0.93,0.426,1/1,120599033.55141166,6.766047033450037,152497021.76919913,7.118296035016431,1.2644962175769783,1.35967335223331
108,329.2188,3.41,1134331509.633794,996850412.6614542,1115418860.4805093,1011621133.053334,1143093203.6630435,1059968283.4357796,1111969891.313969,1260609785.8758354,1014893285.149658,1016131838.054788,329.2188,3.41,C15H28N4O4,1.03,0.53,1/1,1080263023.8984272,6.508987470325465,1092714616.766006,9.327477739610496,1.011526445497175,0.982064510191432
109,471.2655,12.15,153753951.62191546,160573272.66495657,106043309.9487492,170766861.45137632,154455868.73594218,151851339.53573987,102691024.2425726,200418257.1819825,226773950.94373763,180112644.0893833,471.2655,12.15,C30H34N2O3,1.31,0.027,1/1,149118652.88458794,16.78296903568649,172369443.19868317,27.644914789896013,1.1559214079816724,0.8823827541844828
110,612.3079,25.62,1399866479.5844362,1561825372.6009636,984918364.0329124,1458379867.5338,1367913603.6441348,1337617709.097442,994168359.7921464,1436655409.851519,1402293283.250163,1168985411.8685308,612.3079,25.62,C36H41N3O6,0.91,0.009,1/1,1354580737.4792495,16.199332510351688,1267944034.77196,14.548582390958673,0.9360416841092009,1.0286172352848362
111,337.2178,12.84,217309902.4955741,217714774.253608,208693234.8001613,262198842.8898622,224807436.58967164,239122903.2617545,245997126.49944484,239298828.92120415,273204645.4273802,267757557.2514485,337.2178,12.84,C20H29FO3,1.09,0.307,1/1,226144838.20577544,9.263315937408848,253076212.27224645,6.418164186653922,1.119089050540103,1.0266872023303697
112,368.1744,3.75,286790706.81914365,253453365.3574268,271160072.7391061,255798615.34706235,322138544.7032101,416415322.9652988,393394551.0420061,379589551.519378,415020152.0861806,406887998.3666177,368.1744,3.75,C18H26ClN3O3,0.89,0.067,1/1,277868260.9931898,10.1273982815853,402261515.19589627,3.885474024766132,1.4476698913293848,1.6265953835161626
113,441.2428,8.32,884932329.2518456,893346188.0106006,614313173.4847127,911320039.1791228,883917852.7070547,776287446.4875256,446189044.5003325,899881359.1307621,958630934.125754,861335716.1008968,441.2428,8.32,C22H36N2O5S,0.99,0.58,1/1,837565916.5266674,14.95818407064128,788464900.0690542,25.679396955258955,0.9413765346837035,0.9508853885693975
114,484.1621,15.44,1122881333.2223015,1162990496.685001,999732796.4112824,1347555210.0490596,1209057391.9565997,1188637044.704841,809797382.8178825,1309727311.2402544,1332647891.0053787,933692278.8877468,484.1621,15.44,C26H29NO4S2,0.94,0.424,1/1,1168443445.6648488,10.850903599402336,1114900381.7312207,20.87835526736541,0.9541757334235703,1.0150805674718835
115,258.1129,16.43,80980985.50652663,80579554.03358497,84860241.4847564,97578134.18813938,81904947.19488879,82002299.93786326,87980618.0245238,81958039.13304262,93367952.60690932,78240117.95401475,258.1129,16.43,C15H15NO3,0.98,0.805,1/1,85180772.48157923,8.370231291305128,84709805.53127074,7.0440742576731035,0.994470971128956,1.0147662970703633
116,316.1774,3.33,115152727.0789006,104254544.42703986,127021293.2631348,117587177.1907758,127949498.62675992,118564285.04456398,124588204.14539796,117283669.03797927,117009824.08099146,111671138.58346292,316.1774,3.33,C16H21N5O2,1.0,0.965,1/1,118393048.1173222,8.198040470388076,117823424.17847912,3.9150874856472346,0.9951887045067155,0.9951887045067155
117,222.1855,4.12,1125067158.7366092,952723378.1159087,930904464.5758736,1089265757.7073858,1179188765.5951164,1092327685.1675258,1046506704.5892608,949318873.0754136,909219782.3170632,651339710.1383965,222.1855,4.12,C14H23NO,0.85,0.194,1/1,1055429904.9461788,10.310328759634336,929742551.057532,18.503211354402573,0.8809135942618035,1.0363689344256513
118,836.3872,30.1,27468148.799450483,20260436.719218694,21492679.189873025,22042453.08689856,23610247.71499436,19394103.43284126,19061257.17489684,18929742.293643035,19923965.87610078,21602434.93017179,836.3872,30.1,C45H57NO14,0.87,0.065,1/1,22974793.102087025,12.122527386397278,19782300.74153074,5.497215931359752,0.8610436948715643,0.9897053964040969
119,308.1761,3.73,139549325.21969453,131404819.70671712,145043521.2439367,134224171.0588296,147082248.03028792,150886230.4790027,170323786.56598592,156275945.19777414,143120392.49414128,146951158.65981632,308.1761,3.73,C19H21N3O,1.12,0.13,1/1,139460817.05189317,4.831193332765584,153511502.6793441,6.8954908589971176,1.100750059582848,0.9828125531989714
120,438.1718,6.13,191376657.16828892,185961203.78587505,178404670.31786788,190233228.08955324,186662809.0883732,221050099.65624836,212288303.1815254,211943868.19152665,192432214.73507625,161653641.1372662,438.1718,6.13,C21H23N7O2S,1.25,0.005,1/1,186527713.68999165,2.7279440867453095,199873625.38032857,11.903949392861653,1.0715492160726194,0.8572393728580956
121,256.0972,15.09,330255888.16225404,326805058.8833319,335431888.98780954,380089395.5479048,327291964.80434555,333375173.7143871,335634984.2748604,327664067.7501948,377614234.3259134,322928852.5624677,256.0972,15.09,C15H13NO3,1.0,0.947,1/1,339974839.2771292,6.6727723054562595,339443462.5255647,6.454062158849773,0.9984370115368115,0.9984370115368115
122,278.125,0.58,35345503.36975625,28252685.597424656,27843714.78545957,35349249.23270191,34887609.551096186,28738064.339964677,30273002.379028007,25773798.85339381,30460943.14714101,34051690.79123658,278.125,0.58,C12H15N5O3,1.05,0.391,1/1,32335752.50728772,12.126351495449482,29859499.902152814,10.055109568357876,0.9234205975389991,0.87944818813238
123,615.3171,25.62,17812231.51641078,20640897.121467456,12572314.680705324,18925476.66340657,17608918.44530571,19421351.888472933,16103474.277753824,18753469.07785158,15530453.56006362,10851990.23800522,615.3171,25.62,C23H46N6O13,0.89,0.025,1/1,17511967.685459167,17.19951476288279,16132147.808429435,21.005873276831494,0.9212070338517443,1.035064082979488
124,335.1508,4.41,555802505.223685,502596254.3723556,596131013.3846154,601137952.0670885,652283440.9311521,626972870.9587946,635186300.7813609,587595403.7664144,593238515.3793938,584590636.266037,335.1508,4.41,C19H18N4O2,1.01,0.863,1/1,581590233.1957794,9.610383447651415,605516745.4304001,3.917250619603448,1.0411398109338028,1.030831495974062
125,694.2874,26.11,679923269.9111769,869353117.6462103,516646630.331005,792783109.4314456,782028433.2884707,956484457.6912228,812505062.715679,869888376.2646179,550392096.9953382,308630619.5238675,694.2874,26.11,C39H37F6N3O2,0.94,0.026,1/1,728146912.1216618,18.68942844124142,699580122.6381451,38.01147749379177,0.9607678217019704,1.0220934273425217
126,328.1912,6.35,960372874.05874,1008364584.3901564,1279868508.3336234,1052529960.6622767,1057511787.8039732,864357384.0679349,824345415.9036345,848056147.691664,819082628.559213,829493628.913319,328.1912,6.35,C20H25NO3,0.72,0.001,1/1,1071729543.0497539,11.457037856461918,837067041.0271533,2.241483586573757,0.7810431712511757,1.0847821822932997
127,247.1809,4.92,799038765.8910679,752826402.3213055,736164288.9699126,751151298.0901428,851380726.0145825,1071900074.9696388,920626553.6891276,1145599846.0183103,1142280596.368518,1090411732.781088,247.1809,4.92,C15H22N2O,1.29,0.001,1/1,778112296.2574022,6.073012858247778,1074163760.7653365,8.53055793431439,1.3804739572062996,1.070134850547519
128,168.175,3.7,406278145.9577133,373941205.0862831,437850270.268939,376349811.21999776,473927443.3857236,383685089.5902274,398450171.8127637,468569307.2381222,403172041.869138,386769028.36044216,168.175,3.7,C11H21N,1.0,0.953,1/1,413669375.1837314,10.285600330950851,408129127.7741387,8.509864573395017,0.9866070641387654,0.9866070641387654
