rt,rt_range:min,rt_range:max,mz,datafile:SA4.mzML:area,datafile:SA1.mzML:area,datafile:SA2.mzML:area,datafile:SA3.mzML:area,datafile:SA5.mzML:area,datafile:SB3.mzML:area,datafile:SB4.mzML:area,datafile:SB5.mzML:area,datafile:SB2.mzML:area,datafile:SB1.mzML:area,True RT,Compound Name,Fold change,Compound concentration ratio,p-value,AVG-A,CV-A,AVG-B,CV-B,fc,ratio,true p-value
15.5196,15.4267,16.0254,484.1613,6196000,7242000,6457000,6854000,5807000,742500,11710,57410,1869000,2765000,15.56,114,0.94,1/1,0.424,6511200,8.58466714027272,1089124,110.201042697773,0.167269320555351,0.177946085697182,1.63135412629639E-05
16.4234,16.1808,16.7789,258.11303,488600,511200,489800,573500,488500,475300,485700,496900,539300,463400,16.48,115,0.98,1/1,0.805,510320,7.17410377000991,492120,5.92237427499718,0.964336102837435,0.984016431466771,0.409814414287198
3.3322,3.2415,3.4582,316.17752,694400,764200,783100,714000,698800,766700,671200,696800,676100,686300,3.48,116,1,1/1,0.965,730900,5.50765281375574,699420,5.55851029816691,0.956929812559858,0.956929812559858,0.243934420024141
4.1662,4.0785,4.4529,222.18568,17080,6430000,15720,5977000,5590000,3863000,3776000,2321000,3707000,3988000,4.24,117,0.85,1/1,0.194,3605960,91.2451412753772,3531000,19.3855104500567,0.979212193146901,1.15201434487871,0.961444705615174
30.1029,29.969,30.2677,836.38785,190400,186200,221000,185300,218900,166400,168900,168400,175500,189100,29.97,118,0.87,1/1,0.065,200360,8.98470249298205,173660,5.34639932670117,0.866739868237173,0.996252722111693,0.0184943963808957
3.7322,3.5902,3.8653,308.17647,1072000,1176000,1167000,1084000,1043000,1186000,1114000,1168000,1080000,1110000,3.89,119,1.12,1/1,0.13,1108400,5.37571219144303,1131600,3.88307435124769,1.02093107181523,0.911545599835026,0.50335016592551
6.1202,5.8501,6.2778,438.17119,1388000,1337000,1336000,1354000,1403000,1518000,1567000,1634000,1508000,1584000,6.15,120,1.25,1/1,0.005,1363600,2.23317695388208,1562200,3.28664308657651,1.1456438838369,0.916515107069522,7.33965477189443E-05
15.1907,15.1593,15.5801,256.09734,327700,349600,287300,348700,318500,349600,2212,379500,391700,323900,15.21,121,1,1/1,0.947,326360,7.8545526075594,289382.4,56.2203635660168,0.886696899129795,0.886696899129795,0.62916733717196
0.5832,0.5589,0.6511,278.12503,191200,191200,218800,196100,191300,179100,199900,196400,203100,198500,0.74,122,1.05,1/1,0.391,197720,6.05456715350984,195400,4.82695030606002,0.988266235079911,0.941205938171344,0.742327174460274
25.6195,25.4299,25.8495,615.31647,119200,104300,107000,105400,101300,94580,94300,91330,99380,98700,25.55,123,0.89,1/1,0.025,107440,6.41834356683664,95658,3.50029897619192,0.890338793745346,1.0003806671296,0.00886621236466583
4.4077,4.3113,4.5496,335.15101,3093000,3166000,3451000,3132000,3109000,3087000,3237000,3317000,3108000,3046000,4.25,124,1.01,1/1,0.863,3190200,4.6501762950851,3159000,3.59545324539231,0.990220048899755,0.980415889999758,0.718550478200196
26.1111,25.89,26.2999,694.28651,5506000,4977000,5048000,5007000,5028000,5021000,5123000,4960000,4973000,4819000,26,125,0.94,1/1,0.026,5113200,4.32509687654419,4979200,2.21139831810193,0.973793319252132,1.03595033962993,0.259778538850246
6.3484,6.0205,6.6191,328.1912,6678000,7909000,6877000,6819000,6599000,5195000,5242000,5259000,5126000,5622000,6.32,126,0.72,1/1,0.001,6976400,7.63841367769805,5288800,3.65419928736736,0.758098732870822,1.05291490676503,0.000159624656433117
5.06,4.7505,5.3227,247.18103,15080,9371,14320,3755000,10880,9033,2632000,1336000,5732000,3788000,5.05,127,1.29,1/1,0.001,760930.2,219.959408887615,2699406.6,81.7582764984127,3.54750882538241,2.75000684138171,0.156238019206449
3.7003,3.5403,3.8842,168.17488,2662000,2792000,3141000,2640000,2681000,3189000,2587000,2643000,2693000,2634000,3.84,128,1,1/1,0.953,2783200,7.48814072236267,2749200,9.04689030911441,0.987783845932739,0.987783845932739,0.820641994810281
31.2455,31.1773,31.535,632.2536,7080000,7245000,7941000,7188000,7997000,6867000,7070000,7230000,6885000,7376000,31.25,130,0.93,1/1,0.18,7490200,5.89470807130033,7085600,3.10371140187925,0.945982750794371,1.01718575354233,0.103975183477588
21.6812,21.3509,21.9499,548.24342,1814000,1838000,1794000,1793000,2077000,1800000,1758000,1799000,1717000,2008000,21.65,131,0.99,1/1,0.914,1863200,6.48969979634749,1816400,6.19040022649494,0.974881923572349,0.984729215729645,0.543917480332988
4.5572,4.4023,4.7499,557.20729,275300,241100,277400,301900,292000,230300,203100,163900,251100,284700,4.45,132,0.88,1/1,0.35,277540,8.32501950767075,226620,20.3091911687635,0.816530950493623,0.927876080106389,0.0579961803579326
8.4241,8.1051,8.5699,484.18689,3969000,3896000,4053000,3988000,4008000,3700000,3607000,3439000,3735000,3581000,8.27,133,0.92,1/1,0.07,3982800,1.4486011630467,3612400,3.21006361552181,0.907000100431857,0.985869674382453,0.000210323899586482
7.7474,7.4205,7.9889,451.20185,1037000,1015000,1039000,1054000,1061000,1023000,1014000,1041000,1050000,1168000,7.69,134,1.1,1/1,0.115,1041200,1.70783839649598,1059200,5.8972422011086,1.01728774490972,0.924807040827018,0.552666961170343
28.0369,27.9425,28.5422,470.30599,5352000,7669000,6668000,5247000,3905000,16240,49700,31700,460200,794000,28.07,135,0.94,1/1,0.388,5768200,25.0315890637689,270368,128.187406032984,0.0468721611594605,0.0498640012334686,3.40876195572887E-05
25.7427,25.5508,25.9699,449.16409,1819000,1641000,1640000,1643000,1635000,1671000,1698000,1728000,1638000,1636000,25.67,136,1,1/1,0.945,1675600,4.78737199433354,1674200,2.35929799806098,0.999164478395798,0.999164478395798,0.97292882717999
29.0105,28.7719,29.3187,448.13383,3489000,3380000,3982000,3497000,3966000,3365000,3322000,3416000,3311000,3750000,29.02,137,0.95,1/1,0.453,3662800,7.85945693634657,3432800,5.30401080745425,0.937206508681883,0.986533167033561,0.169518247019003
4.774,4.6294,5.0772,349.1837,4175000,4483000,4721000,4115000,4143000,4578000,4687000,4811000,4513000,4409000,4.85,138,1.14,1/1,0.148,4327400,6.13003609559108,4599600,3.37901910498742,1.06290151130009,0.932369746754463,0.0830865122517925
13.5405,13.2581,13.79,420.13746,2307000,2373000,2342000,2545000,2283000,2476000,2532000,2638000,2615000,2297000,13.49,139,1.11,1/1,0.26,2370000,4.37253782612506,2511600,5.43026687839713,1.05974683544304,0.954726878777512,0.101712809369164
10.7923,10.7606,11.2449,367.16706,664000,5975,592900,576700,626100,626900,626100,569200,594700,586000,10.91,140,0.99,1/1,0.868,493135,55.6397545066103,600580,4.22533299168876,1.21788151317591,1.23018334664233,0.408662655443987
3.376,3.2604,3.4173,355.1025,85160,93300,93150,85370,88850,109700,99790,102100,94090,91540,3.56,141,1.13,1/1,0.096,89166,4.46915078171763,99444,7.17251755941486,1.11526815153758,0.986962965962462,0.0227414122541434
21.4534,21.115,21.6497,311.20092,1317000,1360000,1312000,1280000,1573000,1237000,1230000,1286000,1207000,1505000,21.35,142,0.9,1/1,0.293,1368400,8.61338800263572,1293000,9.43209277811348,0.944899152294651,1.04988794699406,0.349299732491612
5.201,4.9002,5.4994,295.18094,4105000,4214000,4581000,4151000,4099000,3927000,3915000,3931000,3952000,3993000,5.2,143,0.88,1/1,0.008,4230000,4.76469316038845,3943600,0.77777825388704,0.932293144208038,1.05942402750913,0.0137779530623263
31.1176,31.0696,31.1845,517.35432,20770,24780,21480,19500,23930,18360,20070,22680,19250,27750,31.04,144,0.98,1/1,0.772,22092,9.98000831104976,21622,17.511821050769,0.978725330436357,0.998699316771793,0.816471347756827
25.1641,24.9255,25.3797,289.12156,2595000,2284000,2136000,2136000,2136000,2096000,2050000,2106000,2086000,2086000,25.08,145,0.89,1/1,0.094,2257400,8.82910888151115,2084800,1.01434688318391,0.923540356161956,1.0376857934404,0.0903297688668436
3.6088,3.3653,3.7199,269.10543,1793000,1842000,2051000,1839000,1812000,2061000,1864000,1848000,1807000,1778000,3.42,146,1.04,1/1,0.373,1867400,5.60140672667454,1871600,5.93900390703144,1.00224911641855,0.963701073479375,0.952446451614891
9.9423,9.6622,10.2793,278.19089,15830000,15930000,16380000,18810000,18280000,13510000,12600000,11910000,13320000,13460000,9.98,147,0.78,1/1,0.016,17046000,8.19320522072984,12960000,5.33775527918948,0.760295670538543,0.974738039151978,0.000377513998515204
23.9913,23.6905,24.2899,231.14944,4175000,4368000,4214000,4199000,4045000,4226000,4099000,4133000,4270000,4248000,23.99,148,1.01,1/1,0.627,4200200,2.74238137612497,4195200,1.78596083129631,0.998809580496167,0.988920376728878,0.937150433092166
8.3629,7.8813,8.6262,325.17126,6621000,6903000,6563000,5797000,6201000,6342000,6548000,6571000,6445000,6670000,8.18,149,1,1/1,0.877,6417000,6.65815837309372,6515200,1.92745374096679,1.0153031011376,1.0153031011376,0.635204261161616
10.4154,10.0309,10.6291,528.18848,1829000,1678000,1832000,2114000,2087000,1916000,1924000,1985000,2109000,1796000,10.33,150,1.01,1/1,0.905,1908000,9.78393760198288,1946000,5.8576071202645,1.01991614255765,1.00981796292837,0.707798013319319
4.2657,4.1634,4.4677,475.11564,248200,253400,260000,256500,240500,150500,153600,170700,160200,160600,4.43,151,0.69,1/1,0.002,251720,3.02880442754939,159120,4.89054664982532,0.632130939138726,0.916131795853226,6.07807959487441E-08
0.5766,0.553,0.7794,172.11942,5285000,4365000,5431000,5305000,5238000,5050000,5000000,5142000,4246000,5348000,0.48,152,1.04,1/1,0.416,5124800,8.40420118707634,4957200,8.45765121747614,0.967296284733063,0.930092581474099,0.550315761011398
3.6657,3.5572,3.7223,432.19556,64130,74060,66080,64780,66630,78450,73020,68780,70720,72070,3.53,153,1.05,1/1,0.249,67136,5.95338569692671,72608,5.00412693178664,1.0815061963775,1.03000590131191,0.053284703739441
28.9285,28.7283,29.2297,387.2539,2665000,2773000,3246000,2698000,3273000,2564000,2570000,2619000,2545000,3082000,28.93,154,0.93,1/1,0.462,2931000,10.3231483847912,2676000,8.54248156303678,0.912998976458547,0.981719329525319,0.171088889571031
10.2147,10.1826,10.6941,255.11322,979700,11050,912500,987600,1109000,1117000,1204000,1182000,1023000,927600,10.35,155,0.91,1/1,0.357,799970,55.8361531716087,1090720,10.5583490713363,1.36345112941735,1.49829794441467,0.196377579407385
5.2371,4.8986,5.44,282.16033,4383000,4424000,4711000,4361000,4444000,4498000,4361000,4235000,4597000,4629000,5.14,156,1.06,1/1,0.467,4464600,3.17112157314518,4464000,3.69996824768147,0.999865609461094,0.943269442887824,0.995230266392207
0.5815,0.5559,0.7425,242.08056,1920000,2036000,1995000,1971000,1913000,1912000,1893000,1966000,1923000,2061000,0.65,157,0.99,1/1,0.348,1967000,2.62768456084404,1951000,3.43776822415458,0.991865785460091,1.00188463177787,0.683774057793524
12.3232,12.0425,12.72,375.184,5892000,6324000,5967000,6670000,5559000,5231000,4847000,5008000,5739000,6025000,12.42,158,0.91,1/1,0.091,6082400,7.00987664618987,5370000,9.26000942508933,0.882875180849665,0.970192506428203,0.0410788530442452
11.5593,11.3753,11.7584,315.07284,74230,68840,68690,98740,101400,78280,78070,77890,105100,73730,11.46,159,0.92,1/1,0.661,82380,19.8218860555958,82614,15.3861934175468,1.00284049526584,1.09004401659331,0.980446738101293
5.961,5.8039,6.1836,433.21516,1065000,1138000,1029000,1086000,1057000,1013000,971100,984700,1062000,1140000,6.05,160,1.01,1/1,0.458,1075000,3.78720055550182,1034160,6.63761835887357,0.962009302325581,0.9524844577481,0.28560046913267
3.7041,3.607,3.9488,206.14033,3359000,3837000,3951000,3389000,3193000,3769000,3752000,3847000,3572000,3277000,3.65,161,1.04,1/1,0.707,3545800,9.27824879246131,3643400,6.26440622579919,1.02752552315415,0.988005310725148,0.600582246104911
0.5815,0.5568,0.7503,288.15954,1336000,1292000,1422000,1437000,1333000,1337000,1362000,1337000,1353000,1353000,0.63,162,0.96,1/1,0.452,1364000,4.5816715331358,1348400,0.818474023216932,0.988563049853372,1.0297531769306,0.597551191672592
26.9651,26.7102,27.3095,415.21253,3683000,3908000,4461000,3764000,3784000,3830000,3841000,3968000,3788000,3823000,27.01,163,0.98,1/1,0.782,3920000,7.98418447224243,3850000,1.78909950674435,0.982142857142857,1.00218658892128,0.638356678121187
27.3423,27.1444,27.6599,403.04272,2274000,2376000,2822000,2302000,2853000,2236000,2241000,2274000,2239000,2321000,27.36,164,0.88,1/1,0.048,2525400,11.3860256784015,2262200,1.60463874727193,0.895778886513028,1.01793055285571,0.0767797448113299
3.7734,3.4085,3.8764,406.2097,724300,805500,813000,714900,84740,735500,741600,755400,714300,742900,3.63,165,1.05,1/1,0.444,628488,48.8921246373091,737940,2.0413084668434,1.1741512964448,1.11823932994743,0.449268032330804
14.5117,14.3986,14.9982,352.21278,4392000,4534000,4546000,5262000,4307000,11630,299000,64720,2302000,3046000,14.58,166,0.97,1/1,0.617,4608200,8.22252817873302,1144670,124.46855248628,0.248398507009244,0.256080935061077,0.000770830133461709
13.1788,12.8122,13.4089,510.15808,1421000,1408000,1427000,1577000,1412000,1514000,1547000,1600000,1641000,1560000,13.11,167,1.13,1/1,0.028,1449000,4.96486873747316,1572400,3.12810863830305,1.08516218081435,0.960320513995004,0.0132698670202322
7.9532,7.7203,8.1198,319.07557,206500,202400,202400,209500,204400,203800,208400,206700,195300,255900,7.82,168,1.08,1/1,0.036,205040,1.47066921765936,214020,11.1895137807202,1.04379633242294,0.966478085576798,0.429587259549585
11.298,10.9915,11.5505,845.4842,836600,922900,892900,836900,794900,852600,764000,674900,867000,794300,11.12,169,0.87,1/1,0.056,856840,5.92459944401655,790560,9.75484671704711,0.922646001587228,1.06051264550256,0.147107626280602
28.1444,27.9052,28.4799,535.15934,4202000,4314000,4972000,4192000,4895000,3991000,4036000,4063000,3951000,4624000,28.18,170,0.91,1/1,0.19,4515000,8.54902196661922,4133000,6.72136434589587,0.915393133997785,1.00592652087669,0.110198591338228
12.4626,12.2302,12.8296,540.26247,2090000,2101000,2128000,2344000,2002000,2090000,2120000,2138000,2182000,2330000,12.53,171,1.1,1/1,0.121,2133000,5.95700780645333,2172000,4.34638074445891,1.0182841068917,0.925712824447002,0.596736641177267
31.6983,31.5354,31.8098,980.57445,1114000,995900,1229000,1135000,1272000,1184000,1201000,1165000,1166000,1233000,31.51,172,0.99,1/1,0.846,1149180,9.37112104620653,1189800,2.37975351634371,1.03534694303764,1.04580499296732,0.43828146095388
9.1738,8.9187,9.4776,445.14718,628600,693600,644400,637400,669100,691200,695900,735300,679300,641400,9.18,173,1.16,1/1,0.012,654620,4.04680094400662,688620,4.90057836934317,1.05193852922306,0.906843559675052,0.114322344523709
5.6159,5.2827,5.8099,289.22759,8371000,8459000,8854000,8295000,8255000,7557000,7470000,7461000,7698000,8121000,5.51,174,0.84,1/1,0.047,8446800,2.84831361924811,7661400,3.5761388088116,0.907018042335559,1.07978338373281,0.00132728870439022
29.5602,29.4041,29.9197,483.08508,4170000,4142000,4633000,4195000,4579000,4086000,4052000,4085000,4028000,4435000,29.62,175,0.95,1/1,0.157,4343800,5.54458771794351,4137200,4.06644675533459,0.95243795754869,1.00256627110388,0.154484792906518
24.8531,24.8037,25.4031,720.43586,3799000,4091000,3804000,3714000,3575000,2235000,7311,1620000,2542000,2752000,24.9,177,0.98,1/1,0.508,3796600,4.97425559751085,1831262.2,60.3609073847608,0.482342675025022,0.492186403086758,0.00442501948001275
31.3942,31.3488,31.5291,564.3088,592700,651800,736200,609400,711000,602600,607300,597200,586400,702500,31.34,178,0.89,1/1,0.213,660220,9.44807140639707,619200,7.62468051907626,0.937869195116779,1.05378561249076,0.274733483625116
27.1612,27.0948,27.2588,412.19183,15380,16150,21280,16450,15120,14380,14270,16290,13590,15510,27.1,179,0.98,1/1,0.791,16876,14.9394187766984,14808,7.27745530667544,0.877459113534013,0.895366442381646,0.130177744247267
22.7237,22.2816,22.9279,847.45201,737500,432100,689200,743900,753300,837900,853800,862000,829500,819400,22.58,180,0.93,1/1,0.276,671200,20.2526565032058,840520,2.07105966818026,1.25226460071514,1.34652107603778,0.0245736633736542
4.4494,4.1493,4.5949,294.16012,310400,32580,31150,24400,309500,271300,267000,260700,273200,275000,4.47,181,1,1/1,0.926,141606,108.546050291148,269440,2.12274641944401,1.90274423400138,1.90274423400138,0.100179065387284
31.6536,31.589,31.7999,329.13228,9436000,10010000,11450000,9584000,11300000,8304000,8277000,8179000,8714000,9922000,31.5,182,0.82,1/1,0.063,10356000,9.2241993077567,8679200,8.34536016818139,0.838084202394747,1.02205390535945,0.0140654319382629
28.8727,28.7401,29.3393,465.09466,7819000,7905000,8665000,7892000,8703000,7734000,7727000,7731000,7743000,8269000,29.04,183,0.95,1/1,0.283,8196800,5.44309228674286,7840800,3.05381493628696,0.956568416943197,1.0069141230981,0.154568543904709
4.4535,4.3728,4.7699,296.18602,3575000,3919000,3943000,3569000,12280,2697000,2489000,1996000,2935000,3153000,4.58,184,0.92,1/1,0.157,3003656,55.993731903324,2654000,16.7449028208658,0.883589865151003,0.960423766468481,0.665034670400639
3.8883,3.3748,3.9416,221.11086,4123000,4212000,4990000,4347000,4661000,758700,4907000,4988000,5061000,4725000,3.81,185,1.01,1/1,0.859,4466600,7.98582742409271,4087940,45.6295375201954,0.915224107822505,0.906162482992579,0.667527725300159
0.5815,0.5572,0.6902,304.20255,771000,673600,857300,844300,789100,731400,825800,772900,771100,775200,0.64,186,0.98,1/1,0.654,787060,9.28140278515288,775280,4.32672767922917,0.985032907275176,1.00513561966855,0.751557803919055
4.4848,4.3134,4.6921,496.24368,1461000,1455000,1585000,1512000,1507000,1761000,1758000,1704000,1667000,1624000,4.61,187,1.22,1/1,0.005,1504000,3.4682982329109,1702800,3.46522973368515,1.13218085106383,0.928017091035926,0.000484610775854106
25.4653,25.4183,26.0062,379.16622,2839000,2543000,2287000,6850,2333000,2109000,1972000,1829000,2131000,2118000,25.46,188,0.88,1/1,0.069,2001770,56.7644801574909,2031800,6.41409220724598,1.01500172347472,1.1534110494031,0.954623153950995
4.4251,4.202,4.6057,390.15826,405700,380800,463200,424300,410800,434600,440300,446800,414700,416400,4.43,189,1.04,1/1,0.481,416960,7.25889722533629,430560,3.33950214340352,1.03261703760553,0.992900997697621,0.390635082838172
3.3205,3.2955,3.3836,391.14841,235300,241200,279900,250600,248200,276300,249300,253600,245100,241800,3.22,190,1.01,1/1,0.766,251040,6.85836111469287,253220,5.38788541037184,1.00868387507967,0.998696906019474,0.829949926395194
16.1103,15.6503,16.3471,502.17896,10860000,10310000,10890000,11750000,9640000,10830000,11330000,11330000,11510000,11050000,15.95,191,1.06,1/1,0.327,10690000,7.30522856900515,11210000,2.39697213961542,1.04864359214219,0.98928640768131,0.196803807992276
24.5515,24.41,25.0097,285.06715,1004000,1035000,1009000,988600,1000000,1016000,982500,990300,992200,990200,24.71,192,1.04,1/1,0.107,1007320,1.70799738647768,994240,1.27950595331004,0.987015049835206,0.949052932533852,0.208833436588042
7.7663,7.6301,8.0921,371.12718,664100,771500,692200,672400,643000,578100,602600,628700,574200,640700,7.93,193,0.85,1/1,0.06,688640,7.19775965612519,604860,4.90028910223167,0.878339916356877,1.03334107806691,0.0118103603734162
14.4227,14.1704,14.7689,445.16451,1399000,1429000,1403000,1578000,1391000,1418000,1441000,1424000,1537000,1387000,14.47,194,1.03,1/1,0.539,1440000,5.44773851595977,1441400,3.94736199926883,1.00097222222222,0.971817691477886,0.975021388979296
24.8764,24.5768,25.1199,308.25885,4455000,3876000,4255000,4205000,4101000,3998000,3921000,3966000,4035000,3823000,24.82,195,0.95,1/1,0.013,4178400,5.08418905776674,3948600,2.07085546334721,0.945002871912694,0.994739865171257,0.0539433519721197
